gateway,run,concurrency,sessions,success,partial,all_rejected,cascade_failed,cascade_steps,abd_total,cascade_admitted_pct,success_sessions_per_s,effective_goodput_s,p95_success_s
plangate_full,1,40,300,40,0,260,0,0,0.0,0.0,4.899306,34.540106,2.59084
