timestamp,status,latency_ms,budget,tool_name,regime
1773975258.011752,success,259.91,100,web_fetch,steady
1773975258.015127,success,9.09,100,calculate,steady
1773975258.105606,success,339.59,100,web_fetch,steady
1773975258.152986,success,901.45,100,mock_heavy,steady
1773975258.154558,success,306.57,100,web_fetch,steady
1773975258.157102,success,577.74,100,calculate,steady
1773975258.192707,success,275.56,100,calculate,steady
1773975258.255576,success,1066.54,100,mock_heavy,steady
1773975258.257645,success,1205.07,100,mock_heavy,steady
1773975258.271662,success,1191.05,100,mock_heavy,steady
1773975258.272208,success,1012.59,100,web_fetch,steady
1773975258.340930,success,1557.32,100,mock_heavy,steady
1773975258.342421,error,5.16,100,calculate,steady
1773975258.344601,error,3.52,100,calculate,steady
1773975258.412127,success,1706.03,100,mock_heavy,steady
1773975258.444200,success,1848.12,100,mock_heavy,steady
1773975258.461126,error,2.15,100,mock_heavy,steady
1773975258.497900,error,2.90,100,web_fetch,steady
1773975258.498466,error,2.33,100,calculate,steady
1773975258.499465,error,1.87,100,mock_heavy,steady
1773975258.551955,error,2.46,100,calculate,steady
1773975258.607636,success,1887.99,100,mock_heavy,steady
1773975258.608696,error,1.66,100,web_fetch,steady
1773975258.609236,error,2.29,100,calculate,steady
1773975258.647744,error,1.97,100,calculate,steady
1773975258.719063,success,2142.55,100,mock_heavy,steady
1773975258.764976,error,1.03,100,web_fetch,steady
1773975258.766005,error,1.55,100,calculate,steady
1773975258.819493,error,2.18,100,calculate,steady
1773975258.820375,error,1.84,100,calculate,steady
1773975258.851011,error,2.39,100,mock_heavy,steady
1773975258.905437,error,3.08,100,calculate,steady
1773975258.906666,error,3.03,100,mock_heavy,steady
1773975258.907215,error,4.23,100,web_fetch,steady
1773975259.038956,success,1181.95,100,web_fetch,steady
1773975259.040117,error,1.75,100,mock_heavy,steady
1773975259.149008,error,2.34,100,web_fetch,steady
1773975259.188005,success,1339.15,100,web_fetch,steady
1773975259.234946,error,2.89,100,mock_heavy,steady
1773975259.284801,error,2.65,100,web_fetch,steady
1773975259.376058,success,1331.58,100,web_fetch,steady
1773975259.377083,error,3.86,100,mock_heavy,steady
1773975259.377083,error,4.39,100,web_fetch,steady
1773975259.378768,error,2.70,100,mock_heavy,steady
1773975259.379819,error,4.48,100,calculate,steady
1773975259.461589,success,1873.56,100,mock_heavy,steady
1773975259.546682,error,2.61,100,web_fetch,steady
1773975259.547716,error,2.89,100,calculate,steady
1773975259.548727,error,2.46,100,mock_heavy,steady
1773975259.549846,error,2.70,100,web_fetch,steady
1773975259.633621,error,2.47,100,mock_heavy,steady
1773975259.711739,success,1190.26,100,web_fetch,steady
1773975259.781901,error,2.00,100,mock_heavy,steady
1773975259.835111,error,2.23,100,mock_heavy,steady
1773975259.882248,error,2.38,100,mock_heavy,steady
1773975259.937704,success,1118.57,100,web_fetch,steady
1773975260.061986,error,2.30,100,mock_heavy,steady
1773975260.101531,success,1072.15,100,web_fetch,steady
1773975260.102587,error,2.92,100,web_fetch,steady
1773975260.118704,error,1.77,100,mock_heavy,steady
1773975260.119244,error,2.52,100,calculate,steady
1773975260.204915,error,2.22,100,web_fetch,steady
1773975260.332143,error,2.42,100,web_fetch,steady
1773975260.333169,error,1.93,100,mock_heavy,steady
1773975260.370462,error,2.42,100,calculate,steady
1773975260.372882,error,2.64,100,calculate,steady
1773975260.441465,error,1.02,100,calculate,steady
1773975260.442490,error,1.80,100,calculate,steady
1773975260.619363,success,507.15,100,calculate,steady
1773975260.738546,success,596.60,100,web_fetch,steady
1773975260.808035,success,570.89,100,web_fetch,steady
1773975260.862155,success,601.52,100,web_fetch,steady
1773975260.900748,error,2.30,100,calculate,steady
1773975260.931559,error,1.69,100,web_fetch,steady
1773975261.031924,success,484.62,100,web_fetch,steady
1773975261.033103,success,455.47,100,web_fetch,steady
1773975261.055105,error,2.25,100,web_fetch,steady
1773975261.093445,error,2.20,100,web_fetch,steady
1773975261.172390,success,344.15,100,web_fetch,steady
1773975261.219727,success,950.56,100,mock_heavy,steady
1773975261.219752,error,2.37,100,mock_heavy,steady
1773975261.335700,success,283.04,100,web_fetch,steady
1773975261.361679,success,327.63,100,web_fetch,steady
1773975261.407546,success,94.84,100,calculate,steady
1773975261.488575,success,948.10,100,mock_heavy,steady
1773975261.539377,success,1141.26,100,mock_heavy,steady
1773975261.601971,success,1190.54,100,mock_heavy,steady
1773975261.603164,success,1334.83,100,mock_heavy,steady
1773975261.619297,success,1045.21,100,web_fetch,steady
1773975261.673217,success,991.29,100,calculate,steady
1773975261.689863,error,2.51,100,web_fetch,steady
1773975261.690883,error,1.49,100,web_fetch,steady
1773975261.690883,error,2.67,100,mock_heavy,steady
1773975261.728523,success,1171.66,100,web_fetch,steady
1773975261.759292,error,2.19,100,web_fetch,steady
1773975261.759827,error,2.21,100,web_fetch,steady
1773975261.782157,error,2.73,100,calculate,steady
1773975261.783179,error,2.27,100,web_fetch,steady
1773975261.783179,error,2.80,100,web_fetch,steady
1773975261.853865,success,1008.68,100,calculate,steady
1773975261.933702,error,2.52,100,calculate,steady
1773975261.981026,error,2.51,100,calculate,steady
1773975261.982220,error,1.94,100,mock_heavy,steady
1773975262.059038,success,1132.60,100,web_fetch,steady
1773975262.105161,error,2.63,100,calculate,steady
1773975262.168458,error,3.15,100,web_fetch,steady
1773975262.169739,error,2.52,100,mock_heavy,steady
1773975262.171035,error,1.76,100,mock_heavy,steady
1773975262.223221,error,2.03,100,mock_heavy,steady
1773975262.253322,error,2.70,100,calculate,steady
1773975262.285936,error,2.32,100,web_fetch,steady
1773975262.412482,success,1342.30,100,mock_heavy,steady
1773975262.413457,error,1.79,100,mock_heavy,steady
1773975262.437211,error,2.33,100,web_fetch,steady
1773975262.468402,error,2.34,100,web_fetch,steady
1773975262.508405,error,2.09,100,calculate,steady
1773975262.539132,error,2.40,100,calculate,steady
1773975262.540356,error,1.75,100,web_fetch,steady
1773975262.585931,success,746.62,100,web_fetch,steady
1773975262.664503,success,423.89,100,calculate,steady
1773975262.665967,error,2.27,100,calculate,steady
1773975262.718943,error,2.32,100,mock_heavy,steady
1773975262.750420,success,1190.61,100,mock_heavy,steady
1773975262.791280,error,1.88,100,mock_heavy,steady
1773975262.821847,error,2.00,100,mock_heavy,steady
1773975262.822661,error,1.76,100,mock_heavy,steady
1773975262.860968,success,446.79,100,calculate,steady
1773975262.930105,error,2.22,100,web_fetch,steady
1773975262.937989,success,747.20,100,web_fetch,steady
1773975262.969961,success,675.49,100,calculate,steady
1773975263.009506,error,3.22,100,mock_heavy,steady
1773975263.009506,success,1515.59,100,mock_heavy,steady
1773975263.010503,error,2.76,100,calculate,steady
1773975263.011549,error,2.26,100,mock_heavy,steady
1773975263.013783,error,2.16,100,web_fetch,steady
1773975263.126302,success,821.64,100,calculate,steady
