timestamp,status,latency_ms,budget,tool_name,regime
1773975519.741455,success,206.37,100,web_fetch,steady
1773975519.772737,success,8.02,100,calculate,steady
1773975519.834514,success,221.49,100,web_fetch,steady
1773975519.881835,success,1022.30,100,mock_heavy,bursty
1773975519.884275,success,248.63,100,web_fetch,periodic
1773975519.913530,success,204.35,100,calculate,periodic
1773975519.945478,success,202.39,100,calculate,periodic
1773975520.007768,success,1050.31,100,mock_heavy,bursty
1773975520.008765,success,1334.28,100,mock_heavy,steady
1773975520.039455,success,1490.47,100,mock_heavy,steady
1773975520.041482,success,1016.07,100,web_fetch,bursty
1773975520.116515,rejected,1.37,100,mock_heavy,periodic
1773975520.133898,success,924.18,100,calculate,bursty
1773975520.133898,success,996.08,100,calculate,steady
1773975520.193416,rejected,1.75,100,mock_heavy,periodic
1773975520.225218,rejected,1.59,100,mock_heavy,periodic
1773975520.256016,rejected,1.62,100,mock_heavy,periodic
1773975520.297562,success,1198.47,100,web_fetch,steady
1773975520.298752,error,3.85,100,calculate,periodic
1773975520.300005,rejected,3.14,100,mock_heavy,periodic
1773975520.361002,error,2.69,100,calculate,periodic
1773975520.411910,rejected,2.12,100,mock_heavy,periodic
1773975520.412996,error,1.92,100,web_fetch,periodic
1773975520.414355,error,2.18,100,calculate,periodic
1773975520.442284,error,2.78,100,calculate,periodic
1773975520.524943,rejected,1.24,100,mock_heavy,periodic
1773975520.570970,success,986.88,100,web_fetch,steady
1773975520.571412,error,3.35,100,calculate,periodic
1773975520.618555,rejected,3.37,100,calculate,bursty
1773975520.619921,rejected,3.32,100,calculate,bursty
1773975520.623245,rejected,1.67,100,mock_heavy,bursty
1773975520.678799,rejected,2.85,100,calculate,bursty
1773975520.679657,rejected,2.99,100,mock_heavy,bursty
1773975520.680652,rejected,3.54,100,web_fetch,bursty
1773975520.808488,rejected,1.67,100,web_fetch,bursty
1773975520.809165,rejected,2.06,100,mock_heavy,bursty
1773975520.903060,rejected,1.08,100,web_fetch,bursty
1773975520.934307,rejected,1.06,100,web_fetch,bursty
1773975520.979342,rejected,1.45,100,mock_heavy,bursty
1773975521.041734,rejected,1.39,100,web_fetch,bursty
1773975521.112855,rejected,2.60,100,web_fetch,steady
1773975521.113842,rejected,3.05,100,mock_heavy,steady
1773975521.114903,rejected,2.78,100,web_fetch,steady
1773975521.116335,rejected,1.57,100,mock_heavy,steady
1773975521.117908,rejected,1.41,100,calculate,steady
1773975521.189524,rejected,1.38,100,mock_heavy,steady
1773975521.265736,rejected,3.11,100,web_fetch,steady
1773975521.267141,rejected,2.36,100,calculate,steady
1773975521.268305,rejected,2.44,100,mock_heavy,steady
1773975521.269504,rejected,1.77,100,web_fetch,steady
1773975521.343042,rejected,2.02,100,mock_heavy,steady
1773975521.432307,success,233.52,100,web_fetch,periodic
1773975521.494785,success,913.73,100,mock_heavy,bursty
1773975521.529929,success,942.35,100,mock_heavy,bursty
1773975521.557851,success,1023.96,100,mock_heavy,bursty
1773975521.602846,success,693.07,100,web_fetch,bursty
1773975521.726610,success,1118.75,100,mock_heavy,periodic
1773975521.752880,success,593.16,100,web_fetch,bursty
1773975521.752880,success,793.11,100,web_fetch,bursty
