timestamp,status,latency_ms,budget,tool_name,regime
1773974866.152054,success,188.08,100,web_fetch,steady
1773974866.155092,success,8.88,100,calculate,steady
1773974866.244165,success,204.20,100,web_fetch,steady
1773974866.290948,success,903.50,100,mock_heavy,steady
1773974866.293354,success,327.18,100,web_fetch,steady
1773974866.296400,success,185.48,100,calculate,steady
1773974866.337943,success,127.63,100,calculate,steady
1773974866.401198,success,931.62,100,mock_heavy,steady
1773974866.402688,success,1129.50,100,mock_heavy,steady
1773974866.404578,success,1452.61,100,mock_heavy,steady
1773974866.406749,success,1048.21,100,web_fetch,steady
1773974866.466112,success,1669.84,100,mock_heavy,steady
1773974866.479184,success,976.30,100,calculate,steady
1773974866.480111,error,5.26,100,calculate,steady
1773974866.542615,success,1870.57,100,mock_heavy,steady
1773974866.573475,error,2.22,100,mock_heavy,steady
1773974866.576226,error,1.90,100,mock_heavy,steady
1773974866.619974,success,1437.01,100,web_fetch,steady
1773974866.621824,error,2.65,100,calculate,steady
1773974866.622692,error,3.14,100,mock_heavy,steady
1773974866.680630,error,2.84,100,calculate,steady
1773974866.726713,error,3.65,100,mock_heavy,steady
1773974866.727709,error,2.65,100,web_fetch,steady
1773974866.728615,error,4.34,100,calculate,steady
1773974866.732956,error,1.94,100,calculate,steady
1773974866.804657,success,2290.34,100,mock_heavy,steady
1773974866.851884,error,2.40,100,web_fetch,steady
1773974866.853040,error,1.92,100,calculate,steady
1773974866.898821,error,1.91,100,calculate,steady
1773974866.899472,error,2.38,100,calculate,steady
1773974866.930056,error,2.29,100,mock_heavy,steady
1773974866.992048,error,3.51,100,calculate,steady
1773974866.993075,error,2.48,100,mock_heavy,steady
1773974866.993767,error,4.07,100,web_fetch,steady
1773974867.100604,success,1312.58,100,web_fetch,steady
1773974867.101531,error,2.73,100,mock_heavy,steady
1773974867.194443,error,2.54,100,web_fetch,steady
1773974867.240060,error,2.35,100,web_fetch,steady
1773974867.300398,error,2.29,100,mock_heavy,steady
1773974867.362982,success,1187.54,100,web_fetch,steady
1773974867.439258,error,5.40,100,web_fetch,steady
1773974867.441113,error,4.08,100,mock_heavy,steady
1773974867.441942,error,4.30,100,web_fetch,steady
1773974867.442492,error,5.98,100,mock_heavy,steady
1773974867.445196,error,2.73,100,calculate,steady
1773974867.515449,success,1842.86,100,mock_heavy,steady
1773974867.593815,error,4.14,100,web_fetch,steady
1773974867.595384,error,3.12,100,calculate,steady
1773974867.595934,error,2.56,100,mock_heavy,steady
1773974867.597202,error,2.40,100,web_fetch,steady
1773974867.686691,error,2.15,100,mock_heavy,steady
1773974867.763399,success,973.53,100,web_fetch,steady
1773974867.826248,error,2.78,100,mock_heavy,steady
1773974867.857185,error,2.58,100,mock_heavy,steady
1773974867.902818,success,1674.09,100,mock_heavy,steady
1773974867.947800,error,3.23,100,web_fetch,steady
1773974868.055329,error,3.35,100,mock_heavy,steady
1773974868.086969,error,2.19,100,web_fetch,steady
1773974868.087998,error,1.71,100,web_fetch,steady
1773974868.134152,success,1575.37,100,mock_heavy,steady
1773974868.135389,error,2.60,100,calculate,steady
1773974868.226091,error,2.72,100,web_fetch,steady
1773974868.348867,success,918.33,100,web_fetch,steady
1773974868.349487,error,1.28,100,mock_heavy,steady
1773974868.394801,error,2.22,100,calculate,steady
1773974868.413182,error,2.73,100,calculate,steady
1773974868.488828,success,699.10,100,calculate,steady
1773974868.489803,error,2.09,100,calculate,steady
1773974868.658544,success,761.50,100,calculate,steady
1773974868.782935,success,904.05,100,web_fetch,steady
1773974868.845152,success,935.63,100,web_fetch,steady
1773974868.922589,error,2.22,100,web_fetch,steady
1773974868.954190,success,754.68,100,calculate,steady
1773974868.985724,error,2.72,100,web_fetch,steady
1773974869.079040,error,2.47,100,web_fetch,steady
1773974869.080130,error,2.45,100,web_fetch,steady
1773974869.094999,success,825.46,100,web_fetch,steady
1773974869.140339,error,2.87,100,web_fetch,steady
1773974869.217890,success,688.36,100,web_fetch,steady
1773974869.264882,error,3.08,100,mock_heavy,steady
1773974869.266654,error,2.40,100,mock_heavy,steady
1773974869.388534,success,500.83,100,web_fetch,steady
1773974869.419042,error,2.41,100,web_fetch,steady
1773974869.450117,error,1.62,100,calculate,steady
