timestamp,status,latency_ms,budget,tool_name,regime
1773973556.962970,success,220.14,100,web_fetch,steady
1773973556.966724,success,7.00,100,calculate,steady
1773973557.055728,success,173.27,100,web_fetch,steady
1773973557.102383,success,852.05,100,mock_heavy,bursty
1773973557.104971,success,247.52,100,web_fetch,periodic
1773973557.107872,success,228.82,100,calculate,periodic
1773973557.134331,success,279.92,100,calculate,periodic
1773973557.183110,success,1189.61,100,mock_heavy,steady
1773973557.184137,success,1372.82,100,mock_heavy,steady
1773973557.186460,success,1369.83,100,mock_heavy,steady
1773973557.188507,error,5.07,100,web_fetch,steady
1773973557.258756,success,1592.58,100,mock_heavy,steady
1773973557.288960,error,2.80,100,calculate,periodic
1773973557.289962,error,4.12,100,calculate,periodic
1773973557.337743,rejected,1.71,100,mock_heavy,periodic
1773973557.352490,rejected,1.56,100,mock_heavy,periodic
1773973557.382615,rejected,1.78,100,mock_heavy,periodic
1773973557.414800,success,987.73,100,web_fetch,steady
1773973557.415800,success,1140.49,100,calculate,steady
1773973557.416494,rejected,1.13,100,mock_heavy,periodic
1773973557.475073,error,1.64,100,calculate,periodic
1773973557.522022,rejected,1.49,100,mock_heavy,periodic
1773973557.522957,error,1.75,100,calculate,periodic
1773973557.522957,success,1374.90,100,web_fetch,steady
1773973557.552863,error,2.23,100,calculate,periodic
1773973557.630539,rejected,1.67,100,mock_heavy,periodic
1773973557.676567,success,1158.68,100,web_fetch,steady
1773973557.678186,error,2.31,100,calculate,periodic
1773973557.724117,error,2.94,100,calculate,periodic
1773973557.725669,error,3.95,100,calculate,periodic
1773973557.754687,rejected,1.18,100,mock_heavy,periodic
1773973557.815269,rejected,2.99,100,calculate,bursty
1773973557.816256,rejected,2.00,100,mock_heavy,bursty
1773973557.817254,rejected,3.00,100,web_fetch,bursty
1773973557.938396,rejected,1.70,100,web_fetch,bursty
1773973557.939033,rejected,2.21,100,mock_heavy,bursty
1773973558.047589,rejected,1.82,100,web_fetch,bursty
1773973558.094863,rejected,1.25,100,web_fetch,bursty
1773973558.155433,rejected,0.59,100,mock_heavy,bursty
1773973558.216373,rejected,2.11,100,web_fetch,bursty
1773973558.295341,rejected,2.37,100,web_fetch,steady
1773973558.295396,rejected,2.31,100,mock_heavy,steady
1773973558.296643,rejected,2.44,100,web_fetch,steady
1773973558.298980,rejected,1.17,100,mock_heavy,steady
1773973558.300150,rejected,1.31,100,calculate,steady
1773973558.371306,rejected,1.96,100,mock_heavy,steady
1773973558.448112,rejected,2.74,100,web_fetch,steady
1773973558.449192,rejected,2.33,100,calculate,steady
1773973558.450256,rejected,2.37,100,mock_heavy,steady
1773973558.451518,rejected,1.11,100,web_fetch,steady
1773973558.540263,rejected,1.81,100,mock_heavy,steady
1773973558.618545,success,464.58,100,web_fetch,steady
1773973558.680258,success,927.68,100,mock_heavy,bursty
1773973558.726693,success,1177.11,100,mock_heavy,bursty
1773973558.772431,success,1176.80,100,mock_heavy,steady
1773973558.819360,success,866.68,100,web_fetch,bursty
