timestamp,status,latency_ms,budget,tool_name,regime
1773973819.156655,success,160.67,100,web_fetch,
1773973819.188224,success,7.01,100,calculate,
1773973819.265753,success,174.88,100,web_fetch,
1773973819.311662,success,901.27,100,mock_heavy,
1773973819.314212,success,248.39,100,web_fetch,
1773973819.343743,success,218.86,100,calculate,
1773973819.375414,success,249.16,100,calculate,
1773973819.436994,success,1052.69,100,mock_heavy,
1773973819.439103,success,1268.25,100,mock_heavy,
1773973819.468458,success,1566.56,100,mock_heavy,
1773973819.468981,success,1112.85,100,web_fetch,
1773973819.546326,error,4.80,100,mock_heavy,
1773973819.562604,error,2.58,100,calculate,
1773973819.563597,error,2.66,100,calculate,
1773973819.624572,success,1936.83,100,mock_heavy,
1773973819.653833,success,2000.12,100,mock_heavy,
1773973819.684629,error,1.88,100,mock_heavy,
1773973819.715639,error,3.56,100,web_fetch,
1773973819.716639,error,3.08,100,calculate,
1773973819.717647,error,4.13,100,mock_heavy,
1773973819.777768,success,1380.32,100,calculate,
1773973819.823722,error,3.52,100,mock_heavy,
1773973819.824286,error,3.51,100,web_fetch,
1773973819.825858,error,4.25,100,calculate,
1773973819.854769,error,2.14,100,calculate,
1773973819.916255,success,1970.45,100,mock_heavy,
1773973819.963057,error,2.46,100,web_fetch,
1773973819.963736,error,2.35,100,calculate,
1773973820.009038,error,3.10,100,calculate,
1773973820.009985,error,2.51,100,calculate,
1773973820.039823,error,1.32,100,mock_heavy,
1773973820.102491,error,2.63,100,calculate,
1773973820.103486,error,2.68,100,mock_heavy,
1773973820.104258,error,3.89,100,web_fetch,
1773973820.210942,success,1196.15,100,web_fetch,
1773973820.211939,error,3.00,100,mock_heavy,
1773973820.319400,error,2.66,100,web_fetch,
1773973820.365699,error,3.21,100,web_fetch,
1773973820.427176,error,2.59,100,mock_heavy,
1773973820.488506,error,2.26,100,web_fetch,
1773973820.565260,error,3.56,100,web_fetch,
1773973820.566259,error,3.65,100,mock_heavy,
1773973820.567306,error,3.13,100,web_fetch,
1773973820.568661,error,2.34,100,mock_heavy,
1773973820.569906,error,2.17,100,calculate,
1773973820.643871,success,1924.59,100,mock_heavy,
1773973820.707356,error,3.00,100,web_fetch,
1773973820.708354,error,3.00,100,calculate,
1773973820.709354,error,2.00,100,mock_heavy,
1773973820.710355,error,2.00,100,web_fetch,
1773973820.800158,success,1762.95,100,mock_heavy,
1773973820.877021,success,1442.68,100,web_fetch,
1773973820.940149,error,2.00,100,mock_heavy,
1773973820.986542,error,2.59,100,mock_heavy,
1773973821.033947,success,2013.96,100,mock_heavy,
1773973821.079839,error,1.91,100,web_fetch,
1773973821.203403,success,1948.93,100,mock_heavy,
1773973821.233577,error,3.10,100,web_fetch,
1773973821.235110,error,2.76,100,web_fetch,
1773973821.281126,error,2.00,100,mock_heavy,
1773973821.282128,error,2.35,100,calculate,
1773973821.375395,success,1426.42,100,web_fetch,
1773973821.483634,error,3.17,100,web_fetch,
1773973821.484576,error,2.78,100,mock_heavy,
1773973821.529498,error,1.74,100,calculate,
1773973821.561406,error,2.61,100,calculate,
1773973821.637637,error,2.45,100,calculate,
1773973821.638642,error,2.03,100,calculate,
1773973821.808312,success,837.52,100,calculate,
1773973821.932250,success,1148.73,100,web_fetch,
1773973821.994508,error,2.79,100,web_fetch,
1773973822.072508,success,1117.20,100,web_fetch,
1773973822.103394,error,2.62,100,calculate,
1773973822.135231,error,2.00,100,web_fetch,
1773973822.226843,success,1070.12,100,web_fetch,
