timestamp,session_id,mode,session_state,step_id,tool_name,status,latency_ms,budget,locked_price,regime,raw_goodput,effective_goodput
1774573769.385922,sess-0000-d897d863,plan_and_solve,SUCCESS,s1,calculate,success,8.46,500,200,,7.0,7.0
1774573769.394922,sess-0000-d897d863,plan_and_solve,SUCCESS,s2,mock_heavy,success,805.62,500,199,,7.0,7.0
1774573770.200543,sess-0000-d897d863,plan_and_solve,SUCCESS,s3,calculate,success,4.00,500,199,,7.0,7.0
1774573770.452356,sess-0014-c89a14c6,plan_and_solve,SUCCESS,s1,calculate,success,8.15,500,190,,3.0,3.0
1774573770.460505,sess-0014-c89a14c6,plan_and_solve,SUCCESS,s2,web_fetch,success,155.59,500,200,,3.0,3.0
1774573770.616097,sess-0014-c89a14c6,plan_and_solve,SUCCESS,s3,calculate,success,3.31,500,200,,3.0,3.0
1774573769.702256,sess-0003-511c0fdd,plan_and_solve,SUCCESS,s1,calculate,success,5.91,500,200,,7.0,7.0
1774573769.708689,sess-0003-511c0fdd,plan_and_solve,SUCCESS,s2,web_fetch,success,155.09,500,200,,7.0,7.0
1774573769.863778,sess-0003-511c0fdd,plan_and_solve,SUCCESS,s3,mock_heavy,success,803.89,500,190,,7.0,7.0
1774573769.932359,sess-0008-800e3d07,plan_and_solve,SUCCESS,s1,mock_heavy,success,806.26,500,190,,7.0,7.0
1774573770.739135,sess-0008-800e3d07,plan_and_solve,SUCCESS,s2,web_fetch,success,154.51,500,199,,7.0,7.0
1774573770.893645,sess-0008-800e3d07,plan_and_solve,SUCCESS,s3,web_fetch,success,155.84,500,190,,7.0,7.0
1774573769.388946,sess-0001-8fdc8e86,plan_and_solve,SUCCESS,s1,mock_heavy,success,806.60,500,199,,11.0,11.0
1774573770.195551,sess-0001-8fdc8e86,plan_and_solve,SUCCESS,s2,mock_heavy,success,807.18,500,200,,11.0,11.0
1774573771.002733,sess-0001-8fdc8e86,plan_and_solve,SUCCESS,s3,web_fetch,success,154.61,500,200,,11.0,11.0
1774573770.085298,sess-0010-02e010f4,plan_and_solve,SUCCESS,s1,calculate,success,8.41,500,199,,9.0,9.0
1774573770.093705,sess-0010-02e010f4,plan_and_solve,SUCCESS,s2,calculate,success,4.10,500,199,,9.0,9.0
