timestamp,session_id,mode,session_state,step_id,tool_name,status,latency_ms,budget,locked_price,regime,raw_goodput,effective_goodput
1774603093.177863,sess-0025-ed72f8c4,plan_and_solve,SUCCESS,s1,calculate,success,11.32,500,0,,4.0,4.0
1774603093.189185,sess-0025-ed72f8c4,plan_and_solve,SUCCESS,s2,calculate,success,4.94,500,0,,4.0,4.0
1774603093.194126,sess-0025-ed72f8c4,plan_and_solve,SUCCESS,s3,calculate,success,5.35,500,0,,4.0,4.0
1774603093.199480,sess-0025-ed72f8c4,plan_and_solve,SUCCESS,s4,calculate,success,2.41,500,0,,4.0,4.0
1774603093.126834,sess-0014-caf95fcc,plan_and_solve,SUCCESS,s1,calculate,success,11.23,500,0,,3.0,3.0
1774603093.138069,sess-0014-caf95fcc,plan_and_solve,SUCCESS,s2,web_fetch,success,155.32,500,0,,3.0,3.0
1774603093.293392,sess-0014-caf95fcc,plan_and_solve,SUCCESS,s3,calculate,success,7.82,500,0,,3.0,3.0
1774603093.232104,sess-0031-65d9093c,plan_and_solve,SUCCESS,s1,calculate,success,2.93,500,0,,5.0,5.0
1774603093.235032,sess-0031-65d9093c,plan_and_solve,SUCCESS,s2,web_fetch,success,158.40,500,0,,5.0,5.0
1774603093.393431,sess-0031-65d9093c,plan_and_solve,SUCCESS,s3,calculate,success,5.41,500,0,,5.0,5.0
1774603093.398842,sess-0031-65d9093c,plan_and_solve,SUCCESS,s4,web_fetch,success,161.09,500,0,,5.0,5.0
1774603093.559932,sess-0031-65d9093c,plan_and_solve,SUCCESS,s5,calculate,success,8.07,500,0,,5.0,5.0
1774603093.413251,sess-0043-ab1015f6,plan_and_solve,SUCCESS,s1,calculate,success,8.13,500,0,,3.0,3.0
1774603093.421377,sess-0043-ab1015f6,plan_and_solve,SUCCESS,s2,calculate,success,2.84,500,0,,3.0,3.0
1774603093.424212,sess-0043-ab1015f6,plan_and_solve,SUCCESS,s3,web_fetch,success,154.26,500,0,,3.0,3.0
1774603093.232104,sess-0032-d6a474c7,plan_and_solve,SUCCESS,s1,web_fetch,success,155.92,500,0,,4.0,4.0
1774603093.388028,sess-0032-d6a474c7,plan_and_solve,SUCCESS,s2,web_fetch,success,156.04,500,0,,4.0,4.0
1774603093.544071,sess-0032-d6a474c7,plan_and_solve,SUCCESS,s3,web_fetch,success,156.25,500,0,,4.0,4.0
1774603093.700321,sess-0032-d6a474c7,plan_and_solve,SUCCESS,s4,calculate,success,4.87,500,0,,4.0,4.0
