gateway,run,concurrency,sessions,success,partial,all_rejected,cascade_failed,cascade_steps,abd_total,cascade_admitted_pct,success_sessions_per_s,effective_goodput_s,p95_success_s
ng,1,20,60,2,0,39,19,27,90.476,90.476,1.847374,2.771061,0.00734
envoy_approx,1,20,60,2,0,39,19,27,90.476,90.476,1.701754,2.552631,0.00756
kong_approx,1,20,60,2,0,39,19,27,90.476,90.476,1.723475,2.585213,0.00792
