store,repeat,sessions,concurrency,failure_rate,routing,gateway_count,distinct_gateways_used,gateway_switches,cross_gateway_sessions,success,workflow_success_rate,admitted_sessions,admitted_success_rate,rejected_s0,cascade_failed,partial,client_rc,client_timed_out,unexpected_errors,unexpected_error_messages,expected_recoverable_failures,expected_terminal_failures,http_requests_total,sqlite_writes_total,side_effects_committed,duplicate_side_effect,resume_attempted,resume_recovered,post_resume_success,avoided_replay_steps,resume_continuation_completed,post_resume_cascade,cross_gateway_resume_attempts,cross_gateway_resume_success,cross_gateway_state_miss,memory_state_miss,redis_state_miss,db_final_state_consistent,db_no_duplicate_side_effect_rows,db_no_invalid_final_confirm,p50_ms,p95_ms
memory,1,11,5,0.1,random,3,3,2,2,9,81.818,11,81.818,0,2,0,2,0,2,session is still active (ACTIVE_CHECKPOINT); cannot resume a live session; session is still active (ACTIVE_CHECKPOINT); cannot resume a live session,2,0,33,44,29,0,2,0,0,0,0,2,2,0,0,0,0,1,1,1,60.587,88.672
