store,runs,sessions_mean,success_mean,workflow_success_rate_mean,admitted_success_rate_mean,cascade_failed_mean,partial_mean,client_rc_mean,client_timed_out_mean,unexpected_errors_mean,side_effects_committed_mean,duplicate_side_effect_mean,resume_recovered_mean,post_resume_success_mean,cross_gateway_resume_success_mean,db_final_state_consistent_mean,p50_ms_mean,p95_ms_mean
memory,1,9.0,5.0,55.556,55.556,4.0,0.0,4.0,0.0,4.0,19.0,0.0,0.0,0.0,0.0,1.0,28.031,73.605
