gateway,run_idx,sweep_key,sweep_val,success,rejected_s0,cascade_failed,raw_goodput,effective_goodput,raw_goodput_s,effective_goodput_s,p50_ms,p95_ms,p99_ms,e2e_p50_ms,e2e_p95_ms,e2e_p99_ms,jfi_steps,jfi_latency,csv,error
ng,1,,,22,390,88,445.0,248.0,31.87,17.76,1014.8,1933.7,2010.2,4870.6,5748.5,5927.9,0.9184,0.9419,ng_run1.csv,
srl,1,,,37,375,88,793.0,417.0,53.54,28.16,1008.1,1906.4,1951.4,5611.1,7101.1,8649.2,0.933,0.9352,srl_run1.csv,
sbac,1,,,46,427,27,619.0,527.0,57.19,48.69,104.1,1263.5,1948.9,2516.9,5189.7,5489.1,0.9431,0.8117,sbac_run1.csv,
plangate_full,1,,,80,420,0,673.0,673.0,61.16,61.16,3.6,809.1,954.9,1143.9,3208.6,4236.6,0.9207,0.6409,plangate_full_run1.csv,
