timestamp,session_id,mode,session_state,step_id,tool_name,status,latency_ms,budget,locked_price,regime,raw_goodput,effective_goodput,shadow_would_reject,gateway_latency_us
1779328624.203648,sess-0042-055c18a4,react,REJECTED_AT_STEP_0,r1,mock_heavy,error,1.64,500,,,0.0,0.0,False,0.0
1779328624.218508,sess-0043-af626717,react,REJECTED_AT_STEP_0,r1,mock_heavy,error,1.51,500,,,0.0,0.0,False,0.0
1779328624.460834,sess-0044-1744eb7d,react,REJECTED_AT_STEP_0,r1,mock_heavy,error,1.93,500,,,0.0,0.0,False,0.0
1779328624.505409,sess-0045-87a6ed20,react,REJECTED_AT_STEP_0,r1,calculate,error,1.28,500,,,0.0,0.0,False,0.0
1779328624.626736,sess-0046-76d07cee,plan_and_solve,REJECTED_AT_STEP_0,s1,web_fetch,error,1.82,500,,,0.0,0.0,False,0.0
1779328624.671196,sess-0047-dad0916a,plan_and_solve,REJECTED_AT_STEP_0,s1,web_fetch,error,1.73,500,,,0.0,0.0,False,0.0
1779328624.747187,sess-0048-c5af7792,react,REJECTED_AT_STEP_0,r1,mock_heavy,error,1.90,500,,,0.0,0.0,False,0.0
1779328624.838132,sess-0049-a912a3cd,react,REJECTED_AT_STEP_0,r1,calculate,error,1.70,500,,,0.0,0.0,False,0.0
1779328624.867743,sess-0050-4b22fd31,react,REJECTED_AT_STEP_0,r1,web_fetch,error,1.29,500,,,0.0,0.0,False,0.0
1779328625.230619,sess-0051-e3f1bf99,react,REJECTED_AT_STEP_0,r1,calculate,error,1.68,500,,,0.0,0.0,False,0.0
1779328625.381247,sess-0052-5bc52582,react,REJECTED_AT_STEP_0,r1,mock_heavy,error,1.90,500,,,0.0,0.0,False,0.0
1779328625.669242,sess-0053-fb2d4e61,plan_and_solve,REJECTED_AT_STEP_0,s1,mock_heavy,error,1.93,500,,,0.0,0.0,False,0.0
1779328625.896602,sess-0054-00050b20,react,REJECTED_AT_STEP_0,r1,web_fetch,error,1.89,500,,,0.0,0.0,False,0.0
1779328626.002296,sess-0055-57828996,react,REJECTED_AT_STEP_0,r1,calculate,error,2.02,500,,,0.0,0.0,False,0.0
1779328626.257869,sess-0056-62e32c00,plan_and_solve,REJECTED_AT_STEP_0,s1,calculate,error,1.82,500,,,0.0,0.0,False,0.0
1779328626.272764,sess-0057-b436af94,plan_and_solve,REJECTED_AT_STEP_0,s1,mock_heavy,error,1.78,500,,,0.0,0.0,False,0.0
1779328626.302372,sess-0058-4ceec916,react,REJECTED_AT_STEP_0,r1,web_fetch,error,1.58,500,,,0.0,0.0,False,0.0
1779328626.317382,sess-0059-5f44b0f4,react,REJECTED_AT_STEP_0,r1,web_fetch,error,1.60,500,,,0.0,0.0,False,0.0
