cascade_failed_max,cascade_failed_mean,cascade_failed_min,cascade_failed_std,concurrency,failure_rate,recoverable_failures_max,recoverable_failures_mean,recoverable_failures_min,recoverable_failures_std,rejected_s0_max,rejected_s0_mean,rejected_s0_min,rejected_s0_std,runs,session_mode,side_effects_committed_max,side_effects_committed_mean,side_effects_committed_min,side_effects_committed_std,success_max,success_mean,success_min,success_std,terminal_failures_max,terminal_failures_mean,terminal_failures_min,terminal_failures_std,variant,wasted_service_ms_max,wasted_service_ms_mean,wasted_service_ms_min,wasted_service_ms_std,wasted_tool_calls_max,wasted_tool_calls_mean,wasted_tool_calls_min,wasted_tool_calls_std,workflow_type
0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.224745,5,ps,164.0,128.0,100.0,24.0,41.0,32.0,25.0,6.0,0.0,0.0,0.0,0.0,ng,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.224745,order
2.0,1.4,0.0,0.894427,20,0.1,1.0,0.8,0.0,0.447214,7.0,3.2,1.0,2.387467,5,ps,152.0,118.0,76.0,29.257478,38.0,29.4,19.0,7.231874,1.0,0.4,0.0,0.547723,ng,420.8,239.2,0.0,176.302368,12.0,7.8,4.0,3.271085,order
12.0,9.0,7.0,1.870829,20,0.2,8.0,6.0,5.0,1.224745,3.0,1.4,0.0,1.516575,5,ps,106.0,100.8,96.0,3.701351,24.0,23.2,21.0,1.30384,4.0,3.0,2.0,1.0,ng,5321.6,2659.26,1023.6,1635.464621,57.0,40.4,26.0,11.036304,order
10.0,6.8,3.0,2.774887,50,0.0,0.0,0.0,0.0,0.0,17.0,12.8,10.0,2.949576,5,ps,90.0,63.6,46.0,17.840964,22.0,15.2,11.0,4.658326,0.0,0.0,0.0,0.0,ng,2045.9,969.0,402.0,632.678327,51.0,34.8,25.0,10.256705,order
14.0,8.2,6.0,3.34664,50,0.1,3.0,1.2,0.0,1.30384,20.0,13.8,7.0,5.215362,5,ps,51.0,35.6,2.0,19.62906,12.0,8.2,0.0,4.91935,1.0,0.2,0.0,0.447214,ng,3625.7,1598.38,815.2,1162.143069,67.0,41.4,24.0,16.195678,order
16.0,9.0,6.0,4.242641,50,0.2,4.0,1.8,0.0,1.48324,24.0,16.6,10.0,5.639149,5,ps,60.0,40.4,29.0,12.441865,14.0,9.4,7.0,3.04959,3.0,1.0,0.0,1.224745,ng,3559.9,1580.22,459.1,1250.018479,70.0,46.0,36.0,13.928388,order
15.0,8.2,4.0,4.207137,100,0.0,0.0,0.0,0.0,0.0,31.0,22.6,18.0,5.029911,5,ps,48.0,34.6,9.0,15.372053,12.0,8.4,2.0,3.911521,0.0,0.0,0.0,0.0,ng,1780.4,992.74,699.2,450.788274,71.0,45.6,32.0,14.959947,order
12.0,8.4,6.0,2.302173,100,0.1,2.0,1.0,0.0,1.0,27.0,23.4,19.0,3.646917,5,ps,58.0,40.8,29.0,11.649034,14.0,9.2,6.0,3.114482,1.0,0.6,0.0,0.547723,ng,1861.5,1257.38,708.0,508.787841,59.0,51.6,39.0,8.294577,order
8.0,4.6,2.0,2.302173,100,0.2,1.0,0.6,0.0,0.547723,31.0,19.6,12.0,7.162402,5,ps,47.0,33.6,16.0,13.011533,11.0,8.2,4.0,3.03315,1.0,0.4,0.0,0.547723,ng,907.0,550.14,272.1,241.868793,43.0,32.8,23.0,8.074652,order
0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,2.0,1.4,0.0,0.894427,5,react,128.0,108.0,68.0,24.166092,32.0,27.0,17.0,6.041523,0.0,0.0,0.0,0.0,ng,0.0,0.0,0.0,0.0,2.0,1.4,0.0,0.894427,order
4.0,2.0,1.0,1.224745,20,0.1,1.0,1.0,1.0,0.0,9.0,2.4,0.0,3.781534,5,react,126.0,111.8,100.0,10.20784,30.0,27.4,25.0,2.073644,3.0,0.8,0.0,1.30384,ng,3469.6,999.18,322.2,1381.96716,21.0,11.6,6.0,6.308724,order
6.0,4.8,3.0,1.095445,20,0.2,6.0,3.2,0.0,2.167948,2.0,0.6,0.0,0.894427,5,react,128.0,105.2,87.0,16.284962,31.0,25.2,19.0,4.494441,5.0,1.6,0.0,2.073644,ng,2896.1,1651.1,1061.6,718.68403,31.0,21.8,14.0,6.220932,order
7.0,4.8,3.0,1.643168,50,0.0,0.0,0.0,0.0,0.0,17.0,12.8,8.0,3.271085,5,react,71.0,50.4,30.0,14.673105,17.0,12.0,7.0,3.605551,0.0,0.0,0.0,0.0,ng,1317.6,1063.3,299.5,434.51359,41.0,31.0,21.0,7.713624,order
14.0,8.0,3.0,4.301163,50,0.1,1.0,0.4,0.0,0.547723,22.0,15.2,11.0,4.438468,5,react,44.0,30.4,0.0,17.952716,11.0,7.2,0.0,4.438468,0.0,0.0,0.0,0.0,ng,2655.7,1574.46,531.8,959.715511,61.0,41.4,27.0,14.518953,order
17.0,10.4,6.0,4.159327,50,0.2,8.0,3.2,1.0,2.774887,18.0,14.4,8.0,4.335897,5,react,60.0,44.0,25.0,13.209845,13.0,9.8,6.0,2.588436,2.0,1.0,0.0,0.707107,ng,3932.8,2099.5,620.0,1270.909619,66.0,51.4,37.0,12.660964,order
12.0,7.2,4.0,3.271085,100,0.0,0.0,0.0,0.0,0.0,20.0,17.6,14.0,2.607681,5,react,45.0,23.8,6.0,16.099689,11.0,5.8,1.0,4.086563,0.0,0.0,0.0,0.0,ng,1239.6,643.64,53.6,435.041197,47.0,36.4,26.0,7.602631,order
9.0,4.2,2.0,2.863564,100,0.1,0.0,0.0,0.0,0.0,20.0,16.6,10.0,4.449719,5,react,48.0,36.0,25.0,9.66954,11.0,8.6,6.0,2.302173,1.0,0.2,0.0,0.447214,ng,1423.1,596.42,4.7,528.65305,37.0,30.2,23.0,5.630275,order
14.0,9.0,3.0,4.472136,100,0.2,2.0,1.2,0.0,0.83666,25.0,19.2,12.0,5.890671,5,react,51.0,31.4,17.0,16.009372,12.0,7.2,4.0,3.63318,1.0,0.2,0.0,0.447214,ng,2012.2,993.92,295.1,632.763152,52.0,45.8,36.0,6.379655,order
0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,7.0,2.2,0.0,2.774887,5,ps,105.0,84.0,69.0,13.247641,35.0,28.0,23.0,4.41588,0.0,0.0,0.0,0.0,ng,0.0,0.0,0.0,0.0,7.0,2.2,0.0,2.774887,support
5.0,3.4,2.0,1.140175,20,0.1,4.0,2.4,1.0,1.341641,8.0,2.4,0.0,3.577709,5,ps,117.0,97.4,71.0,18.036075,38.0,32.0,23.0,6.0,1.0,0.6,0.0,0.547723,ng,1381.6,840.9,457.3,377.56471,21.0,15.4,9.0,5.128353,support
8.0,5.4,4.0,1.67332,20,0.2,6.0,4.0,2.0,1.414214,3.0,1.4,0.0,1.516575,5,ps,123.0,94.6,80.0,17.784825,39.0,30.4,25.0,5.639149,2.0,1.0,0.0,1.0,ng,1437.3,1083.02,351.8,454.638974,33.0,24.2,13.0,7.563068,support
11.0,7.0,3.0,3.162278,50,0.0,0.0,0.0,0.0,0.0,17.0,14.0,11.0,2.54951,5,ps,68.0,40.4,9.0,22.722236,21.0,12.6,2.0,7.668116,0.0,0.0,0.0,0.0,ng,2065.8,1151.5,259.6,669.19152,59.0,39.4,22.0,13.390295,support
14.0,10.0,7.0,2.54951,50,0.1,1.0,0.2,0.0,0.447214,25.0,17.0,12.0,5.43139,5,ps,65.0,35.2,3.0,22.960836,19.0,10.8,1.0,6.797058,2.0,0.4,0.0,0.894427,ng,1800.7,1279.72,386.0,549.183641,58.0,51.2,42.0,8.438009,support
14.0,12.0,9.0,2.12132,50,0.2,6.0,2.8,0.0,2.167948,16.0,10.2,4.0,4.38178,5,ps,49.0,36.2,21.0,11.71324,16.0,10.6,5.0,4.159327,2.0,1.0,0.0,0.707107,ng,1952.3,1458.4,1094.4,434.891032,60.0,51.0,32.0,12.083046,support
13.0,8.2,6.0,2.774887,100,0.0,0.0,0.0,0.0,0.0,21.0,19.2,15.0,2.48998,5,ps,45.0,23.2,1.0,16.679329,15.0,7.4,0.0,5.770615,0.0,0.0,0.0,0.0,ng,1437.4,581.58,40.3,559.743193,50.0,42.2,33.0,6.685806,support
10.0,5.0,1.0,3.316625,100,0.1,1.0,0.2,0.0,0.447214,23.0,18.2,14.0,4.266146,5,ps,29.0,24.2,21.0,3.63318,9.0,7.6,6.0,1.341641,0.0,0.0,0.0,0.0,ng,1501.9,440.32,0.9,649.995186,56.0,33.6,16.0,14.363147,support
15.0,8.0,1.0,5.09902,100,0.2,2.0,1.2,1.0,0.447214,24.0,19.4,11.0,5.128353,5,ps,24.0,15.0,3.0,8.154753,8.0,4.4,1.0,2.701851,3.0,0.8,0.0,1.30384,ng,1550.5,531.22,2.4,593.658944,55.0,42.0,21.0,12.884099,support
0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,5,react,138.0,114.0,93.0,18.854708,46.0,38.0,31.0,6.284903,0.0,0.0,0.0,0.0,ng,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,support
5.0,3.2,1.0,1.643168,20,0.1,4.0,2.0,1.0,1.414214,6.0,1.8,0.0,2.387467,5,react,92.0,78.0,65.0,11.811012,30.0,25.4,21.0,3.911521,3.0,1.2,0.0,1.30384,ng,1037.0,607.3,3.7,449.295699,27.0,14.0,3.0,8.717798,support
7.0,5.0,1.0,2.345208,20,0.2,5.0,3.8,0.0,2.167948,2.0,1.2,0.0,0.83666,5,react,92.0,75.2,65.0,11.344602,30.0,24.0,20.0,3.807887,2.0,1.2,1.0,0.447214,ng,1137.1,824.4,4.0,480.011286,30.0,21.2,3.0,10.94075,support
11.0,8.2,5.0,2.949576,50,0.0,0.0,0.0,0.0,0.0,24.0,15.0,11.0,5.87367,5,react,45.0,27.0,13.0,14.474115,14.0,8.4,4.0,4.560702,0.0,0.0,0.0,0.0,ng,1278.6,1083.42,722.9,234.64839,57.0,42.4,30.0,11.326959,support
13.0,10.4,9.0,1.67332,50,0.1,2.0,1.2,0.0,1.095445,23.0,16.8,12.0,4.91935,5,react,52.0,37.4,9.0,16.876018,17.0,11.0,2.0,5.522681,1.0,0.2,0.0,0.447214,ng,2766.7,1495.9,239.3,901.363903,67.0,53.8,34.0,13.535139,support
15.0,11.4,10.0,2.073644,50,0.2,5.0,3.0,1.0,1.581139,18.0,12.6,8.0,4.335897,5,react,41.0,32.6,27.0,6.024948,12.0,9.8,8.0,1.788854,2.0,1.0,0.0,0.707107,ng,2089.1,1556.2,937.8,461.913753,64.0,50.8,45.0,8.5557,support
15.0,8.6,4.0,4.219005,100,0.0,0.0,0.0,0.0,0.0,20.0,18.0,16.0,1.414214,5,react,28.0,18.2,1.0,11.12205,9.0,5.2,0.0,3.563706,0.0,0.0,0.0,0.0,ng,1557.9,806.34,364.5,464.459679,57.0,45.0,36.0,8.689074,support
8.0,6.0,5.0,1.224745,100,0.1,2.0,0.8,0.0,1.095445,22.0,20.4,18.0,1.67332,5,react,30.0,22.6,15.0,6.188699,9.0,7.0,5.0,2.0,2.0,0.4,0.0,0.894427,ng,782.0,499.22,207.0,242.463238,43.0,39.2,35.0,3.34664,support
13.0,9.2,6.0,3.114482,100,0.2,3.0,1.4,0.0,1.140175,28.0,19.2,10.0,6.610598,5,react,27.0,19.6,9.0,6.76757,9.0,6.0,3.0,2.236068,1.0,0.4,0.0,0.547723,ng,1159.1,777.38,447.5,284.629078,50.0,46.4,36.0,5.85662,support
0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,3.0,1.4,0.0,1.140175,5,ps,164.0,129.6,112.0,21.279098,41.0,32.4,28.0,5.319774,0.0,0.0,0.0,0.0,ng,0.0,0.0,0.0,0.0,3.0,1.4,0.0,1.140175,travel
4.0,2.0,0.0,1.581139,20,0.1,1.0,0.6,0.0,0.547723,9.0,3.0,0.0,3.535534,5,ps,136.0,107.4,76.0,22.086195,34.0,26.6,18.0,5.85662,2.0,0.8,0.0,0.83666,ng,1971.6,588.74,0.0,824.117879,27.0,11.0,3.0,10.024969,travel
8.0,6.0,3.0,2.0,20,0.2,7.0,4.4,1.0,2.408319,3.0,2.2,1.0,0.83666,5,ps,131.0,114.0,92.0,17.306068,32.0,27.6,22.0,4.393177,2.0,1.6,1.0,0.547723,ng,1916.2,1245.94,516.5,580.799899,38.0,25.2,16.0,8.348653,travel
9.0,8.0,7.0,0.707107,50,0.0,0.0,0.0,0.0,0.0,21.0,15.2,8.0,5.118594,5,ps,80.0,52.6,32.0,17.994444,17.0,11.8,6.0,4.086563,0.0,0.0,0.0,0.0,ng,2072.0,1116.2,313.0,663.22198,53.0,46.2,39.0,6.83374,travel
15.0,11.4,8.0,3.209361,50,0.1,2.0,0.6,0.0,0.894427,25.0,18.2,15.0,4.086563,5,ps,63.0,37.2,13.0,21.707142,13.0,7.8,3.0,4.816638,1.0,0.4,0.0,0.547723,ng,2481.8,1587.64,750.1,822.063789,74.0,59.8,44.0,10.917875,travel
14.0,11.0,6.0,4.123106,50,0.2,4.0,2.6,0.0,1.67332,20.0,11.8,5.0,5.403702,5,ps,52.0,33.0,20.0,13.784049,12.0,7.0,4.0,3.741657,2.0,0.6,0.0,0.894427,ng,2019.9,1268.46,569.7,514.4925,66.0,51.0,26.0,15.459625,travel
16.0,8.8,2.0,4.969909,100,0.0,0.0,0.0,0.0,0.0,24.0,19.8,18.0,2.48998,5,ps,31.0,17.6,1.0,10.830512,6.0,3.8,0.0,2.280351,0.0,0.0,0.0,0.0,ng,2039.2,846.76,13.6,844.818337,61.0,47.2,23.0,16.528763,travel
8.0,5.6,3.0,2.073644,100,0.1,1.0,0.4,0.0,0.547723,22.0,18.2,15.0,2.48998,5,ps,48.0,27.4,12.0,14.41527,10.0,6.2,2.0,3.271085,1.0,0.4,0.0,0.547723,ng,1428.0,622.84,46.5,598.407372,49.0,38.2,25.0,10.473777,travel
14.0,8.8,4.0,3.701351,100,0.2,2.0,1.2,1.0,0.447214,23.0,19.6,18.0,1.949359,5,ps,28.0,24.4,20.0,2.966479,7.0,5.8,5.0,0.83666,1.0,0.2,0.0,0.447214,ng,1032.3,505.5,135.5,347.938393,63.0,44.0,34.0,11.113055,travel
0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,3.0,2.2,0.0,1.30384,5,react,144.0,133.6,120.0,9.633276,36.0,33.4,30.0,2.408319,0.0,0.0,0.0,0.0,ng,0.0,0.0,0.0,0.0,3.0,2.2,0.0,1.30384,travel
6.0,4.0,3.0,1.224745,20,0.1,4.0,3.2,2.0,0.83666,12.0,3.2,0.0,4.969909,5,react,128.0,112.6,84.0,18.07761,32.0,27.2,20.0,4.764452,2.0,0.6,0.0,0.894427,ng,2876.5,1725.52,340.4,923.877701,28.0,20.6,14.0,6.0663,travel
7.0,6.0,4.0,1.414214,20,0.2,7.0,4.2,2.0,1.923538,3.0,1.8,0.0,1.30384,5,react,123.0,105.2,92.0,12.949903,29.0,24.8,22.0,3.114482,3.0,1.6,0.0,1.140175,ng,2284.4,1458.44,630.1,755.745535,40.0,28.8,17.0,9.364828,travel
12.0,7.8,4.0,3.49285,50,0.0,0.0,0.0,0.0,0.0,19.0,15.4,12.0,3.361547,5,react,82.0,55.2,28.0,20.620378,16.0,12.2,6.0,4.147288,0.0,0.0,0.0,0.0,ng,2441.3,1510.3,589.1,717.772161,71.0,49.4,25.0,18.95521,travel
12.0,7.6,4.0,3.04959,50,0.1,2.0,0.8,0.0,1.095445,17.0,12.0,5.0,5.385165,5,react,50.0,32.0,4.0,19.949937,11.0,6.4,1.0,4.219005,1.0,0.2,0.0,0.447214,ng,1828.0,1360.88,939.9,421.628541,55.0,44.6,34.0,9.659193,travel
16.0,12.8,10.0,2.387467,50,0.2,3.0,1.8,1.0,1.095445,14.0,11.8,9.0,1.923538,5,react,77.0,44.2,27.0,20.21633,19.0,9.4,5.0,5.59464,2.0,1.4,0.0,0.894427,ng,2467.3,1913.26,1270.2,478.899888,71.0,59.0,45.0,12.569805,travel
16.0,9.4,5.0,4.393177,100,0.0,0.0,0.0,0.0,0.0,19.0,16.6,14.0,2.302173,5,react,42.0,25.8,3.0,15.64289,9.0,5.2,0.0,3.701351,0.0,0.0,0.0,0.0,ng,2200.9,1052.98,497.4,661.809842,63.0,50.0,44.0,7.582875,travel
16.0,9.0,6.0,4.242641,100,0.1,3.0,1.2,0.0,1.30384,27.0,21.0,17.0,3.807887,5,react,41.0,26.2,19.0,9.121403,7.0,5.4,4.0,1.516575,1.0,0.2,0.0,0.447214,ng,2789.1,1147.34,302.4,1028.836932,86.0,53.8,37.0,19.917329,travel
11.0,7.4,5.0,2.607681,100,0.2,1.0,0.4,0.0,0.547723,23.0,20.2,17.0,2.588436,5,react,24.0,18.6,15.0,3.577709,6.0,4.2,3.0,1.30384,1.0,0.2,0.0,0.447214,ng,903.7,477.92,42.1,380.507821,53.0,41.0,34.0,8.514693,travel
0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,37.0,28.8,23.0,5.263079,5,ps,24.0,16.8,12.0,4.38178,6.0,4.2,3.0,1.095445,0.0,0.0,0.0,0.0,plangate_adaptive,0.0,0.0,0.0,0.0,37.0,28.8,23.0,5.263079,order
0.0,0.0,0.0,0.0,20,0.1,0.0,0.0,0.0,0.0,38.0,31.6,27.0,4.669047,5,ps,16.0,9.6,4.0,4.560702,4.0,2.4,1.0,1.140175,0.0,0.0,0.0,0.0,plangate_adaptive,0.0,0.0,0.0,0.0,38.0,31.6,27.0,4.669047,order
2.0,1.2,1.0,0.447214,20,0.2,1.0,0.6,0.0,0.547723,32.0,30.6,29.0,1.140175,5,ps,17.0,8.2,4.0,5.310367,4.0,1.8,0.0,1.48324,1.0,0.6,0.0,0.547723,plangate_adaptive,2691.2,836.58,4.6,1090.000198,43.0,35.8,31.0,4.38178,order
1.0,0.2,0.0,0.447214,50,0.0,0.0,0.0,0.0,0.0,39.0,32.4,26.0,5.029911,5,ps,16.0,8.8,4.0,5.215362,4.0,2.2,1.0,1.30384,0.0,0.0,0.0,0.0,plangate_adaptive,3.1,0.62,0.0,1.386362,39.0,32.8,26.0,5.263079,order
0.0,0.0,0.0,0.0,50,0.1,0.0,0.0,0.0,0.0,31.0,27.2,25.0,2.683282,5,ps,24.0,12.0,0.0,10.198039,6.0,3.0,0.0,2.54951,0.0,0.0,0.0,0.0,plangate_adaptive,0.0,0.0,0.0,0.0,31.0,27.2,25.0,2.683282,order
2.0,1.4,0.0,0.894427,50,0.2,2.0,0.8,0.0,0.83666,35.0,31.2,26.0,3.563706,5,ps,16.0,10.6,4.0,4.97996,4.0,2.4,1.0,1.140175,2.0,0.6,0.0,0.894427,plangate_adaptive,1288.2,540.22,0.0,504.076653,41.0,37.4,35.0,2.880972,order
1.0,0.2,0.0,0.447214,100,0.0,0.0,0.0,0.0,0.0,40.0,35.4,28.0,4.505552,5,ps,28.0,14.4,8.0,8.294577,7.0,3.6,2.0,2.073644,0.0,0.0,0.0,0.0,plangate_adaptive,194.9,38.98,0.0,87.16193,43.0,36.0,28.0,5.385165,order
3.0,1.0,0.0,1.224745,100,0.1,1.0,0.4,0.0,0.547723,44.0,37.4,32.0,4.335897,5,ps,15.0,11.0,8.0,3.0,3.0,2.6,2.0,0.547723,0.0,0.0,0.0,0.0,plangate_adaptive,1714.7,394.88,0.0,745.870711,51.0,40.6,32.0,7.231874,order
1.0,0.2,0.0,0.447214,100,0.2,1.0,0.2,0.0,0.447214,39.0,30.2,21.0,7.293833,5,ps,16.0,8.0,0.0,5.656854,4.0,2.0,0.0,1.414214,0.0,0.0,0.0,0.0,plangate_adaptive,8.7,1.74,0.0,3.890758,39.0,30.6,21.0,7.402702,order
0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,30.0,22.4,12.0,6.655825,5,react,36.0,24.0,12.0,8.944272,9.0,6.0,3.0,2.236068,0.0,0.0,0.0,0.0,plangate_adaptive,0.0,0.0,0.0,0.0,30.0,22.4,12.0,6.655825,order
1.0,0.6,0.0,0.547723,20,0.1,1.0,0.2,0.0,0.447214,29.0,23.8,19.0,4.32435,5,react,36.0,30.8,27.0,3.563706,9.0,7.4,6.0,1.140175,1.0,0.4,0.0,0.547723,plangate_adaptive,1574.1,374.74,0.0,682.14812,34.0,27.0,20.0,5.09902,order
2.0,1.4,1.0,0.547723,20,0.2,2.0,1.2,0.0,0.83666,25.0,21.2,18.0,3.271085,5,react,41.0,33.6,22.0,7.635444,10.0,8.0,4.0,2.44949,1.0,0.2,0.0,0.447214,plangate_adaptive,692.8,284.88,2.6,297.678706,32.0,27.4,23.0,3.361547,order
2.0,0.6,0.0,0.894427,50,0.0,0.0,0.0,0.0,0.0,26.0,24.0,22.0,1.581139,5,react,32.0,20.0,12.0,9.380832,8.0,5.0,3.0,2.345208,0.0,0.0,0.0,0.0,plangate_adaptive,2.8,1.0,0.0,1.385641,30.0,25.2,22.0,3.114482,order
1.0,0.2,0.0,0.447214,50,0.1,1.0,0.2,0.0,0.447214,29.0,24.2,22.0,2.774887,5,react,32.0,24.0,12.0,8.485281,8.0,6.0,3.0,2.12132,0.0,0.0,0.0,0.0,plangate_adaptive,255.1,51.02,0.0,114.084188,33.0,25.0,22.0,4.527693,order
1.0,0.4,0.0,0.547723,50,0.2,1.0,0.2,0.0,0.447214,32.0,28.4,23.0,3.361547,5,react,40.0,23.2,12.0,11.798305,10.0,5.8,3.0,2.949576,1.0,0.2,0.0,0.447214,plangate_adaptive,269.0,75.62,0.0,117.974455,32.0,29.8,27.0,2.280351,order
1.0,0.4,0.0,0.547723,100,0.0,0.0,0.0,0.0,0.0,31.0,24.2,18.0,5.540758,5,react,36.0,24.4,14.0,8.294577,9.0,6.0,3.0,2.236068,0.0,0.0,0.0,0.0,plangate_adaptive,248.6,50.06,0.0,110.989675,37.0,25.8,18.0,7.395945,order
2.0,1.0,0.0,0.707107,100,0.1,2.0,0.4,0.0,0.894427,25.0,22.6,21.0,1.516575,5,react,36.0,23.4,4.0,12.641202,9.0,5.8,1.0,3.114482,1.0,0.4,0.0,0.547723,plangate_adaptive,895.4,314.9,0.0,366.033482,30.0,26.2,22.0,2.949576,order
2.0,1.4,0.0,0.894427,100,0.2,2.0,1.0,0.0,1.0,37.0,29.2,25.0,4.604346,5,react,30.0,20.4,6.0,8.876936,7.0,4.8,1.0,2.280351,1.0,0.4,0.0,0.547723,plangate_adaptive,672.2,389.84,0.0,272.43965,47.0,35.8,28.0,6.978539,order
0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,31.0,25.8,23.0,3.114482,5,ps,36.0,13.2,0.0,14.166863,12.0,4.4,0.0,4.722288,0.0,0.0,0.0,0.0,plangate_adaptive,0.0,0.0,0.0,0.0,31.0,25.8,23.0,3.114482,support
1.0,0.4,0.0,0.547723,20,0.1,1.0,0.4,0.0,0.547723,37.0,33.8,29.0,3.63318,5,ps,15.0,10.8,6.0,3.420526,5.0,3.6,2.0,1.140175,0.0,0.0,0.0,0.0,plangate_adaptive,6.9,2.3,0.0,3.252691,39.0,34.6,31.0,3.577709,support
2.0,0.8,0.0,0.83666,20,0.2,2.0,0.8,0.0,0.83666,43.0,32.6,28.0,6.503845,5,ps,14.0,12.0,10.0,1.414214,4.0,3.8,3.0,0.447214,0.0,0.0,0.0,0.0,plangate_adaptive,303.4,133.58,0.0,132.249053,43.0,36.0,28.0,5.612486,support
0.0,0.0,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,36.0,30.2,21.0,5.932959,5,ps,21.0,10.2,0.0,7.52994,7.0,3.4,0.0,2.50998,0.0,0.0,0.0,0.0,plangate_adaptive,0.0,0.0,0.0,0.0,36.0,30.2,21.0,5.932959,support
1.0,0.4,0.0,0.547723,50,0.1,1.0,0.2,0.0,0.447214,36.0,33.8,31.0,2.280351,5,ps,15.0,11.2,4.0,4.711688,5.0,3.6,1.0,1.67332,1.0,0.2,0.0,0.447214,plangate_adaptive,702.6,170.56,0.0,304.447546,41.0,35.8,31.0,3.701351,support
1.0,0.8,0.0,0.447214,50,0.2,1.0,0.8,0.0,0.447214,32.0,29.0,25.0,2.738613,5,ps,15.0,9.2,3.0,4.604346,5.0,3.0,1.0,1.581139,0.0,0.0,0.0,0.0,plangate_adaptive,317.8,149.1,0.0,122.262014,36.0,32.2,25.0,4.494441,support
1.0,0.4,0.0,0.547723,100,0.0,0.0,0.0,0.0,0.0,37.0,30.4,25.0,4.669047,5,ps,21.0,12.0,3.0,7.348469,7.0,4.0,1.0,2.44949,0.0,0.0,0.0,0.0,plangate_adaptive,237.3,48.14,0.0,105.753903,37.0,31.6,27.0,3.974921,support
2.0,0.4,0.0,0.894427,100,0.1,1.0,0.2,0.0,0.447214,30.0,27.2,23.0,3.420526,5,ps,15.0,9.6,3.0,4.929503,5.0,3.2,1.0,1.643168,1.0,0.2,0.0,0.447214,plangate_adaptive,265.8,53.16,0.0,118.869374,37.0,28.6,23.0,5.59464,support
1.0,0.2,0.0,0.447214,100,0.2,1.0,0.2,0.0,0.447214,35.0,28.4,21.0,5.458938,5,ps,15.0,9.6,6.0,3.286335,5.0,3.2,2.0,1.095445,0.0,0.0,0.0,0.0,plangate_adaptive,81.6,16.32,0.0,36.492629,35.0,29.0,21.0,5.830952,support
0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,39.0,31.6,25.0,5.770615,5,react,27.0,22.2,18.0,3.420526,9.0,7.4,6.0,1.140175,0.0,0.0,0.0,0.0,plangate_adaptive,0.0,0.0,0.0,0.0,39.0,31.6,25.0,5.770615,support
2.0,0.8,0.0,1.095445,20,0.1,2.0,0.6,0.0,0.894427,30.0,22.8,17.0,5.357238,5,react,27.0,21.2,12.0,5.585696,9.0,6.8,4.0,1.788854,1.0,0.2,0.0,0.447214,plangate_adaptive,1072.4,286.2,0.0,466.123246,35.0,26.8,17.0,8.700575,support
3.0,2.0,0.0,1.224745,20,0.2,3.0,1.6,0.0,1.140175,26.0,21.6,16.0,4.037326,5,react,31.0,21.4,14.0,8.38451,10.0,6.6,4.0,2.701851,1.0,0.4,0.0,0.547723,plangate_adaptive,1317.5,645.32,0.0,552.814351,36.0,30.2,19.0,6.760178,support
1.0,0.2,0.0,0.447214,50,0.0,0.0,0.0,0.0,0.0,31.0,24.0,19.0,4.636809,5,react,33.0,22.4,12.0,9.914636,11.0,7.4,4.0,3.361547,0.0,0.0,0.0,0.0,plangate_adaptive,191.8,38.36,0.0,85.775568,31.0,25.0,19.0,4.636809,support
1.0,1.0,1.0,0.0,50,0.1,1.0,0.8,0.0,0.447214,33.0,28.8,26.0,2.774887,5,react,38.0,26.2,15.0,8.700575,12.0,8.4,5.0,2.701851,1.0,0.2,0.0,0.447214,plangate_adaptive,1133.7,345.6,7.8,448.378166,39.0,33.4,28.0,3.974921,support
4.0,2.0,1.0,1.224745,50,0.2,3.0,1.4,1.0,0.894427,29.0,26.2,22.0,2.774887,5,react,25.0,17.6,9.0,7.536577,8.0,5.6,3.0,2.50998,1.0,0.4,0.0,0.547723,plangate_adaptive,489.6,305.04,5.5,213.479924,42.0,34.0,26.0,6.519202,support
1.0,0.2,0.0,0.447214,100,0.0,0.0,0.0,0.0,0.0,30.0,26.0,21.0,3.605551,5,react,21.0,16.8,9.0,5.848077,7.0,5.6,3.0,1.949359,0.0,0.0,0.0,0.0,plangate_adaptive,236.8,47.36,0.0,105.900179,30.0,26.8,21.0,3.768289,support
