cascade_failed_max,cascade_failed_mean,cascade_failed_min,cascade_failed_std,concurrency,failure_rate,recoverable_failures_max,recoverable_failures_mean,recoverable_failures_min,recoverable_failures_std,rejected_s0_max,rejected_s0_mean,rejected_s0_min,rejected_s0_std,runs,session_mode,side_effects_committed_max,side_effects_committed_mean,side_effects_committed_min,side_effects_committed_std,success_max,success_mean,success_min,success_std,terminal_failures_max,terminal_failures_mean,terminal_failures_min,terminal_failures_std,variant,wasted_service_ms_max,wasted_service_ms_mean,wasted_service_ms_min,wasted_service_ms_std,wasted_tool_calls_max,wasted_tool_calls_mean,wasted_tool_calls_min,wasted_tool_calls_std,workflow_type
0.0,0.0,0.0,0.0,20,0.1,0.0,0.0,0.0,0.0,35.0,29.8,26.0,3.420526,5,ps,12.0,7.2,0.0,4.38178,3.0,1.8,0.0,1.095445,0.0,0.0,0.0,0.0,plangate_strict,0.0,0.0,0.0,0.0,35.0,29.8,26.0,3.420526,travel
1.0,0.8,0.0,0.447214,20,0.2,1.0,0.4,0.0,0.547723,37.0,33.2,27.0,5.215362,5,ps,8.0,7.2,4.0,1.788854,2.0,1.8,1.0,0.447214,1.0,0.4,0.0,0.547723,plangate_strict,78.8,25.06,0.0,33.061276,40.0,35.2,28.0,5.718391,travel
0.0,0.0,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,35.0,32.0,30.0,2.0,5,ps,20.0,12.0,4.0,5.656854,5.0,3.0,1.0,1.414214,0.0,0.0,0.0,0.0,plangate_strict,0.0,0.0,0.0,0.0,35.0,32.0,30.0,2.0,travel
1.0,0.2,0.0,0.447214,50,0.1,0.0,0.0,0.0,0.0,38.0,33.6,30.0,3.781534,5,ps,25.0,14.6,8.0,6.465292,6.0,3.6,2.0,1.516575,1.0,0.2,0.0,0.447214,plangate_strict,160.2,32.04,0.0,71.643618,43.0,34.6,30.0,5.504544,travel
1.0,0.2,0.0,0.447214,50,0.2,1.0,0.2,0.0,0.447214,34.0,28.4,23.0,4.449719,5,ps,21.0,5.0,0.0,9.110434,5.0,1.2,0.0,2.167948,0.0,0.0,0.0,0.0,plangate_strict,918.7,183.74,0.0,410.85513,34.0,29.4,23.0,4.037326,travel
3.0,0.6,0.0,1.341641,100,0.0,0.0,0.0,0.0,0.0,35.0,29.0,23.0,4.636809,5,ps,18.0,11.6,8.0,4.09878,4.0,2.8,2.0,0.83666,0.0,0.0,0.0,0.0,plangate_strict,475.3,95.06,0.0,212.560622,38.0,31.4,23.0,5.683309,travel
1.0,0.2,0.0,0.447214,100,0.1,1.0,0.2,0.0,0.447214,32.0,27.8,23.0,3.701351,5,ps,12.0,8.0,0.0,4.898979,3.0,2.0,0.0,1.224745,0.0,0.0,0.0,0.0,plangate_strict,9.4,1.88,0.0,4.203808,34.0,28.2,23.0,4.32435,travel
1.0,0.4,0.0,0.547723,100,0.2,1.0,0.4,0.0,0.547723,35.0,31.6,28.0,2.701851,5,ps,12.0,9.0,8.0,1.732051,3.0,2.2,2.0,0.447214,0.0,0.0,0.0,0.0,plangate_strict,228.2,89.86,0.0,123.071475,37.0,33.4,30.0,2.701851,travel
0.0,0.0,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,31.0,28.2,26.0,2.280351,5,react,36.0,29.6,24.0,6.0663,9.0,7.4,6.0,1.516575,0.0,0.0,0.0,0.0,plangate_strict,0.0,0.0,0.0,0.0,31.0,28.2,26.0,2.280351,travel
3.0,1.8,1.0,0.83666,20,0.1,3.0,1.6,1.0,0.894427,30.0,26.2,24.0,2.683282,5,react,34.0,26.8,19.0,5.449771,8.0,6.4,4.0,1.516575,1.0,0.2,0.0,0.447214,plangate_strict,1666.9,782.72,5.1,780.260496,36.0,33.0,30.0,2.236068,travel
2.0,0.8,0.0,0.83666,20,0.2,1.0,0.4,0.0,0.547723,29.0,23.8,18.0,4.32435,5,react,37.0,33.0,28.0,4.582576,9.0,8.0,7.0,1.0,2.0,0.4,0.0,0.894427,plangate_strict,1301.9,314.02,0.0,558.233689,41.0,27.8,23.0,7.463243,travel
0.0,0.0,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,31.0,26.4,24.0,3.04959,5,react,48.0,36.0,12.0,15.748016,12.0,9.0,3.0,3.937004,0.0,0.0,0.0,0.0,plangate_strict,0.0,0.0,0.0,0.0,31.0,26.4,24.0,3.04959,travel
2.0,0.6,0.0,0.894427,50,0.1,2.0,0.6,0.0,0.894427,27.0,20.6,17.0,4.27785,5,react,32.0,20.2,12.0,8.074652,8.0,4.8,3.0,2.167948,0.0,0.0,0.0,0.0,plangate_strict,1377.4,323.34,0.0,598.279089,33.0,24.0,17.0,6.63325,travel
2.0,1.2,0.0,0.83666,50,0.2,2.0,0.8,0.0,0.83666,34.0,24.8,19.0,5.974948,5,react,52.0,33.8,17.0,13.718601,12.0,8.0,4.0,3.082207,1.0,0.4,0.0,0.547723,plangate_strict,463.7,215.98,0.0,196.726783,38.0,31.2,23.0,5.540758,travel
1.0,0.4,0.0,0.547723,100,0.0,0.0,0.0,0.0,0.0,27.0,24.0,21.0,2.44949,5,react,40.0,27.8,18.0,9.121403,10.0,6.8,4.0,2.387467,0.0,0.0,0.0,0.0,plangate_strict,261.4,98.92,0.0,135.818231,33.0,26.2,21.0,5.167204,travel
3.0,1.0,0.0,1.224745,100,0.1,2.0,0.6,0.0,0.894427,38.0,29.0,24.0,5.477226,5,react,35.0,23.0,8.0,10.34408,8.0,5.4,2.0,2.408319,1.0,0.4,0.0,0.547723,plangate_strict,1869.9,487.1,0.0,785.86356,41.0,34.4,24.0,6.503845,travel
5.0,1.4,0.0,2.073644,100,0.2,3.0,1.0,0.0,1.224745,28.0,24.2,22.0,2.387467,5,react,51.0,26.2,16.0,14.149205,12.0,6.2,3.0,3.420526,1.0,0.2,0.0,0.447214,plangate_strict,2060.1,823.98,0.0,1012.891826,45.0,30.4,23.0,8.473488,travel
