experiment,comparison,metric,group_a,group_b,n_a,n_b,mean_a,mean_b,delta,relative_delta_pct,ci95_low_delta,ci95_high_delta,interpretation
selfhosted_profile_sweep,plangate_relaxed_vs_static_c12,cascade_agents,plangate_relaxed|c=12,static|c=12,3,3,54.666667,57.333333,-2.666667,-4.651163,-8.333333,3.000000,mixed_or_boundary
selfhosted_profile_sweep,plangate_relaxed_vs_static_c12,abd_total,plangate_relaxed|c=12,static|c=12,3,3,64.500000,69.566667,-5.066667,-7.283182,-13.300000,3.166667,mixed_or_boundary
selfhosted_profile_sweep,plangate_relaxed_vs_pp_c12,success_rate,plangate_relaxed|c=12,pp|c=12,3,3,31.666667,22.933333,8.733333,38.081395,-3.700000,19.533333,mixed_or_boundary
selfhosted_profile_sweep,plangate_relaxed_vs_pp_c12,all_rejected,plangate_relaxed|c=12,pp|c=12,3,3,8.333333,9.333333,-1.000000,-10.714286,-4.666667,2.666667,mixed_or_boundary
selfhosted_profile_sweep,plangate_relaxed_vs_pp_c12,cascade_agents,plangate_relaxed|c=12,pp|c=12,3,3,54.666667,61.666667,-7.000000,-11.351351,-15.666667,3.000000,mixed_or_boundary
selfhosted_profile_sweep,plangate_relaxed_vs_pp_c12,abd_total,plangate_relaxed|c=12,pp|c=12,3,3,64.500000,74.333333,-9.833333,-13.228700,-22.200000,3.700000,mixed_or_boundary
selfhosted_profile_sweep,plangate_relaxed_vs_rajomon_c12,success_rate,plangate_relaxed|c=12,rajomon|c=12,3,3,31.666667,37.900000,-6.233333,-16.446790,-15.800000,4.166667,mixed_or_boundary
selfhosted_profile_sweep,plangate_relaxed_vs_rajomon_c12,all_rejected,plangate_relaxed|c=12,rajomon|c=12,3,3,8.333333,6.000000,2.333333,38.888889,-1.333333,6.000000,mixed_or_boundary
selfhosted_profile_sweep,plangate_relaxed_vs_rajomon_c12,cascade_agents,plangate_relaxed|c=12,rajomon|c=12,3,3,54.666667,49.666667,5.000000,10.067114,-3.333333,12.666667,mixed_or_boundary
selfhosted_profile_sweep,plangate_relaxed_vs_rajomon_c12,abd_total,plangate_relaxed|c=12,rajomon|c=12,3,3,64.500000,59.233333,5.266667,8.891390,-4.966667,15.466667,mixed_or_boundary
selfhosted_profile_sweep,plangate_relaxed_vs_ng_c16,success_rate,plangate_relaxed|c=16,ng|c=16,3,3,25.400000,17.533333,7.866667,44.866920,1.266667,14.066667,positive_for_plangate
selfhosted_profile_sweep,plangate_relaxed_vs_ng_c16,all_rejected,plangate_relaxed|c=16,ng|c=16,3,3,8.666667,10.000000,-1.333333,-13.333333,-9.000000,5.333333,mixed_or_boundary
selfhosted_profile_sweep,plangate_relaxed_vs_ng_c16,cascade_agents,plangate_relaxed|c=16,ng|c=16,3,3,59.666667,66.000000,-6.333333,-9.595960,-11.333333,-1.000000,positive_for_plangate
selfhosted_profile_sweep,plangate_relaxed_vs_ng_c16,abd_total,plangate_relaxed|c=16,ng|c=16,3,3,71.666667,80.166667,-8.500000,-10.602911,-13.466667,-2.533333,positive_for_plangate
selfhosted_profile_sweep,plangate_relaxed_vs_static_c16,success_rate,plangate_relaxed|c=16,static|c=16,3,3,25.400000,15.033333,10.366667,68.957871,3.766667,16.166667,positive_for_plangate
selfhosted_profile_sweep,plangate_relaxed_vs_static_c16,all_rejected,plangate_relaxed|c=16,static|c=16,3,3,8.666667,18.666667,-10.000000,-53.571429,-16.000000,-4.000000,positive_for_plangate
selfhosted_profile_sweep,plangate_relaxed_vs_static_c16,cascade_agents,plangate_relaxed|c=16,static|c=16,3,3,59.666667,68.000000,-8.333333,-12.254902,-13.000000,-3.000000,positive_for_plangate
selfhosted_profile_sweep,plangate_relaxed_vs_static_c16,abd_total,plangate_relaxed|c=16,static|c=16,3,3,71.666667,80.500000,-8.833333,-10.973085,-13.800000,-3.033333,positive_for_plangate
selfhosted_profile_sweep,plangate_relaxed_vs_pp_c16,success_rate,plangate_relaxed|c=16,pp|c=16,3,3,25.400000,19.566667,5.833333,29.812606,-0.766667,12.066667,mixed_or_boundary
selfhosted_profile_sweep,plangate_relaxed_vs_pp_c16,all_rejected,plangate_relaxed|c=16,pp|c=16,3,3,8.666667,11.666667,-3.000000,-25.714286,-6.666667,0.666667,mixed_or_boundary
selfhosted_profile_sweep,plangate_relaxed_vs_pp_c16,cascade_agents,plangate_relaxed|c=16,pp|c=16,3,3,59.666667,64.333333,-4.666667,-7.253886,-9.666667,0.666667,mixed_or_boundary
selfhosted_profile_sweep,plangate_relaxed_vs_pp_c16,abd_total,plangate_relaxed|c=16,pp|c=16,3,3,71.666667,77.033333,-5.366667,-6.966681,-11.600000,0.866667,mixed_or_boundary
selfhosted_profile_sweep,plangate_relaxed_vs_rajomon_c16,success_rate,plangate_relaxed|c=16,rajomon|c=16,3,3,25.400000,16.266667,9.133333,56.147541,2.533333,15.366667,positive_for_plangate
selfhosted_profile_sweep,plangate_relaxed_vs_rajomon_c16,all_rejected,plangate_relaxed|c=16,rajomon|c=16,3,3,8.666667,12.000000,-3.333333,-27.777778,-7.333333,0.666667,mixed_or_boundary
selfhosted_profile_sweep,plangate_relaxed_vs_rajomon_c16,cascade_agents,plangate_relaxed|c=16,rajomon|c=16,3,3,59.666667,67.000000,-7.333333,-10.945274,-12.333333,-2.000000,positive_for_plangate
selfhosted_profile_sweep,plangate_relaxed_vs_rajomon_c16,abd_total,plangate_relaxed|c=16,rajomon|c=16,3,3,71.666667,80.966667,-9.300000,-11.486208,-15.033333,-3.200000,positive_for_plangate
selfhosted_profile_sweep,plangate_relaxed_vs_ng_c20,success_rate,plangate_relaxed|c=20,ng|c=20,3,3,28.300000,16.266667,12.033333,73.975410,6.600000,17.033333,positive_for_plangate
selfhosted_profile_sweep,plangate_relaxed_vs_ng_c20,all_rejected,plangate_relaxed|c=20,ng|c=20,3,3,8.000000,13.666667,-5.666667,-41.463415,-8.000000,-2.666667,positive_for_plangate
selfhosted_profile_sweep,plangate_relaxed_vs_ng_c20,cascade_agents,plangate_relaxed|c=20,ng|c=20,3,3,57.333333,67.000000,-9.666667,-14.427861,-13.666667,-5.333333,positive_for_plangate
selfhosted_profile_sweep,plangate_relaxed_vs_ng_c20,abd_total,plangate_relaxed|c=20,ng|c=20,3,3,68.433333,80.366667,-11.933333,-14.848611,-18.500000,-5.066667,positive_for_plangate
selfhosted_profile_sweep,plangate_relaxed_vs_static_c20,success_rate,plangate_relaxed|c=20,static|c=20,3,3,28.300000,15.833333,12.466667,78.736842,6.666667,16.200000,positive_for_plangate
selfhosted_profile_sweep,plangate_relaxed_vs_static_c20,all_rejected,plangate_relaxed|c=20,static|c=20,3,3,8.000000,10.666667,-2.666667,-25.000000,-5.000000,0.333333,mixed_or_boundary
selfhosted_profile_sweep,plangate_relaxed_vs_static_c20,cascade_agents,plangate_relaxed|c=20,static|c=20,3,3,57.333333,67.333333,-10.000000,-14.851485,-13.000000,-6.000000,positive_for_plangate
selfhosted_profile_sweep,plangate_relaxed_vs_static_c20,abd_total,plangate_relaxed|c=20,static|c=20,3,3,68.433333,81.733333,-13.300000,-16.272431,-18.300000,-7.133333,positive_for_plangate
selfhosted_profile_sweep,plangate_relaxed_vs_pp_c20,success_rate,plangate_relaxed|c=20,pp|c=20,3,3,28.300000,19.200000,9.100000,47.395833,2.466667,15.733333,positive_for_plangate
selfhosted_profile_sweep,plangate_relaxed_vs_pp_c20,all_rejected,plangate_relaxed|c=20,pp|c=20,3,3,8.000000,11.333333,-3.333333,-29.411765,-8.000000,1.000000,mixed_or_boundary
selfhosted_profile_sweep,plangate_relaxed_vs_pp_c20,cascade_agents,plangate_relaxed|c=20,pp|c=20,3,3,57.333333,64.666667,-7.333333,-11.340206,-12.666667,-2.000000,positive_for_plangate
selfhosted_profile_sweep,plangate_relaxed_vs_pp_c20,abd_total,plangate_relaxed|c=20,pp|c=20,3,3,68.433333,77.866667,-9.433333,-12.114726,-16.800000,-2.066667,positive_for_plangate
selfhosted_profile_sweep,plangate_relaxed_vs_rajomon_c20,success_rate,plangate_relaxed|c=20,rajomon|c=20,3,3,28.300000,23.333333,4.966667,21.285714,-0.833333,10.366667,mixed_or_boundary
selfhosted_profile_sweep,plangate_relaxed_vs_rajomon_c20,all_rejected,plangate_relaxed|c=20,rajomon|c=20,3,3,8.000000,11.000000,-3.000000,-27.272727,-5.666667,0.000000,mixed_or_boundary
selfhosted_profile_sweep,plangate_relaxed_vs_rajomon_c20,cascade_agents,plangate_relaxed|c=20,rajomon|c=20,3,3,57.333333,61.333333,-4.000000,-6.521739,-8.333333,0.666667,mixed_or_boundary
selfhosted_profile_sweep,plangate_relaxed_vs_rajomon_c20,abd_total,plangate_relaxed|c=20,rajomon|c=20,3,3,68.433333,73.000000,-4.566667,-6.255708,-10.700000,2.300000,mixed_or_boundary
selfhosted_vllm_stress_tuned_5gw,plangate_relaxed_vs_ng,success_rate,plangate_relaxed,ng,3,3,23.366667,24.200000,-0.833333,-3.443526,-14.200000,12.900000,mixed_or_boundary
selfhosted_vllm_stress_tuned_5gw,plangate_relaxed_vs_ng,all_rejected,plangate_relaxed,ng,3,3,8.000000,11.666667,-3.666667,-31.428571,-7.333333,0.000000,mixed_or_boundary
selfhosted_vllm_stress_tuned_5gw,plangate_relaxed_vs_ng,cascade_agents,plangate_relaxed,ng,3,3,61.333333,60.666667,0.666667,1.098901,-10.666667,12.000000,mixed_or_boundary
selfhosted_vllm_stress_tuned_5gw,plangate_relaxed_vs_ng,abd_total,plangate_relaxed,ng,3,3,74.166667,72.133333,2.033333,2.818854,-12.566667,16.500000,mixed_or_boundary
selfhosted_vllm_stress_tuned_5gw,plangate_relaxed_vs_ng,p95_ms,plangate_relaxed,ng,3,3,222666.666667,205558.000000,17108.666667,8.323036,-41874.000000,73706.666667,mixed_or_boundary
selfhosted_vllm_stress_tuned_5gw,plangate_relaxed_vs_static,success_rate,plangate_relaxed,static,3,3,23.366667,16.200000,7.166667,44.238683,0.933333,13.400000,positive_for_plangate
selfhosted_vllm_stress_tuned_5gw,plangate_relaxed_vs_static,all_rejected,plangate_relaxed,static,3,3,8.000000,13.333333,-5.333333,-40.000000,-7.333333,-2.333333,positive_for_plangate
selfhosted_vllm_stress_tuned_5gw,plangate_relaxed_vs_static,cascade_agents,plangate_relaxed,static,3,3,61.333333,67.000000,-5.666667,-8.457711,-10.666667,-0.666667,positive_for_plangate
selfhosted_vllm_stress_tuned_5gw,plangate_relaxed_vs_static,abd_total,plangate_relaxed,static,3,3,74.166667,80.533333,-6.366667,-7.905629,-13.100000,0.366667,mixed_or_boundary
selfhosted_vllm_stress_tuned_5gw,plangate_relaxed_vs_static,p95_ms,plangate_relaxed,static,3,3,222666.666667,204601.333333,18065.333333,8.829529,-43099.333333,79230.000000,mixed_or_boundary
selfhosted_vllm_stress_tuned_5gw,plangate_relaxed_vs_pp,success_rate,plangate_relaxed,pp,3,3,23.366667,17.066667,6.300000,36.914063,0.500000,12.100000,positive_for_plangate
selfhosted_vllm_stress_tuned_5gw,plangate_relaxed_vs_pp,all_rejected,plangate_relaxed,pp,3,3,8.000000,17.000000,-9.000000,-52.941176,-14.000000,-4.666667,positive_for_plangate
selfhosted_vllm_stress_tuned_5gw,plangate_relaxed_vs_pp,cascade_agents,plangate_relaxed,pp,3,3,61.333333,66.333333,-5.000000,-7.537688,-9.666667,-0.333333,positive_for_plangate
selfhosted_vllm_stress_tuned_5gw,plangate_relaxed_vs_pp,abd_total,plangate_relaxed,pp,3,3,74.166667,78.500000,-4.333333,-5.520170,-10.000000,1.300000,mixed_or_boundary
selfhosted_vllm_stress_tuned_5gw,plangate_relaxed_vs_pp,p95_ms,plangate_relaxed,pp,3,3,222666.666667,192488.000000,30178.666667,15.678207,-26920.000000,79548.000000,mixed_or_boundary
selfhosted_vllm_stress_tuned_5gw,plangate_relaxed_vs_rajomon,success_rate,plangate_relaxed,rajomon,3,3,23.366667,21.666667,1.700000,7.846154,-3.266667,6.666667,mixed_or_boundary
selfhosted_vllm_stress_tuned_5gw,plangate_relaxed_vs_rajomon,all_rejected,plangate_relaxed,rajomon,3,3,8.000000,11.666667,-3.666667,-31.428571,-7.000000,-0.333333,positive_for_plangate
selfhosted_vllm_stress_tuned_5gw,plangate_relaxed_vs_rajomon,cascade_agents,plangate_relaxed,rajomon,3,3,61.333333,62.666667,-1.333333,-2.127660,-5.333333,2.666667,mixed_or_boundary
selfhosted_vllm_stress_tuned_5gw,plangate_relaxed_vs_rajomon,abd_total,plangate_relaxed,rajomon,3,3,74.166667,74.600000,-0.433333,-0.580876,-5.633333,4.766667,mixed_or_boundary
selfhosted_vllm_stress_tuned_5gw,plangate_relaxed_vs_rajomon,p95_ms,plangate_relaxed,rajomon,3,3,222666.666667,204358.333333,18308.333333,8.958937,-40674.333333,77103.666667,mixed_or_boundary
cloudlab_random_redis_memory,redis_vs_memory,cross_node_sessions,redis,memory,3,3,7292.333333,4132.666667,3159.666667,76.455880,2934.666667,3334.000000,negative_for_plangate
cloudlab_random_redis_memory,redis_vs_memory,state_miss,redis,memory,3,3,0.000000,3271.000000,-3271.000000,-100.000000,-3330.000000,-3215.000000,positive_for_plangate
cloudlab_random_redis_memory,redis_vs_memory,duplicate_admission,redis,memory,3,3,0.000000,0.000000,0.000000,,0.000000,0.000000,mixed_or_boundary
cloudlab_random_redis_memory,redis_vs_memory,validation_error_count,redis,memory,3,3,10.333333,20.333333,-10.000000,-49.180328,-10.666667,-9.333333,positive_for_plangate
