experiment,group_key,metric,n,mean,std,ci95_low,ci95_high,source_csv,descriptive_only,evidence_role
selfhosted_profile_sweep,concurrency=20|gateway=pp,success_rate,3,19.200000,5.610704,13.800000,25.000000,artifact_results/selfhosted_vllm_profile_sweep_v1/selfhosted_vllm_profile_sweep_summary.csv,false,core_or_boundary
selfhosted_profile_sweep,concurrency=20|gateway=pp,abd_total,3,77.866667,5.337915,72.200000,82.800000,artifact_results/selfhosted_vllm_profile_sweep_v1/selfhosted_vllm_profile_sweep_summary.csv,false,core_or_boundary
selfhosted_profile_sweep,concurrency=20|gateway=pp,all_rejected,3,11.333333,4.163332,8.000000,16.000000,artifact_results/selfhosted_vllm_profile_sweep_v1/selfhosted_vllm_profile_sweep_summary.csv,false,core_or_boundary
selfhosted_profile_sweep,concurrency=20|gateway=pp,cascade_agents,3,64.666667,4.509250,60.000000,69.000000,artifact_results/selfhosted_vllm_profile_sweep_v1/selfhosted_vllm_profile_sweep_summary.csv,false,core_or_boundary
selfhosted_profile_sweep,concurrency=20|gateway=pp,p95_ms,3,157831.666667,24086.002996,130564.000000,176208.000000,artifact_results/selfhosted_vllm_profile_sweep_v1/selfhosted_vllm_profile_sweep_summary.csv,false,core_or_boundary
selfhosted_profile_sweep,concurrency=20|gateway=rajomon,success_rate,3,23.333333,3.818813,20.000000,27.500000,artifact_results/selfhosted_vllm_profile_sweep_v1/selfhosted_vllm_profile_sweep_summary.csv,false,core_or_boundary
selfhosted_profile_sweep,concurrency=20|gateway=rajomon,abd_total,3,73.000000,3.774917,69.000000,76.500000,artifact_results/selfhosted_vllm_profile_sweep_v1/selfhosted_vllm_profile_sweep_summary.csv,false,core_or_boundary
selfhosted_profile_sweep,concurrency=20|gateway=rajomon,all_rejected,3,11.000000,1.732051,9.000000,12.000000,artifact_results/selfhosted_vllm_profile_sweep_v1/selfhosted_vllm_profile_sweep_summary.csv,false,core_or_boundary
selfhosted_profile_sweep,concurrency=20|gateway=rajomon,cascade_agents,3,61.333333,3.055050,58.000000,64.000000,artifact_results/selfhosted_vllm_profile_sweep_v1/selfhosted_vllm_profile_sweep_summary.csv,false,core_or_boundary
selfhosted_profile_sweep,concurrency=20|gateway=rajomon,p95_ms,3,194178.000000,27020.512930,163783.000000,215476.000000,artifact_results/selfhosted_vllm_profile_sweep_v1/selfhosted_vllm_profile_sweep_summary.csv,false,core_or_boundary
selfhosted_profile_sweep,concurrency=20|gateway=static,success_rate,3,15.833333,1.443376,15.000000,17.500000,artifact_results/selfhosted_vllm_profile_sweep_v1/selfhosted_vllm_profile_sweep_summary.csv,false,core_or_boundary
selfhosted_profile_sweep,concurrency=20|gateway=static,abd_total,3,81.733333,2.020726,79.400000,82.900000,artifact_results/selfhosted_vllm_profile_sweep_v1/selfhosted_vllm_profile_sweep_summary.csv,false,core_or_boundary
selfhosted_profile_sweep,concurrency=20|gateway=static,all_rejected,3,10.666667,1.154701,10.000000,12.000000,artifact_results/selfhosted_vllm_profile_sweep_v1/selfhosted_vllm_profile_sweep_summary.csv,false,core_or_boundary
selfhosted_profile_sweep,concurrency=20|gateway=static,cascade_agents,3,67.333333,1.154701,66.000000,68.000000,artifact_results/selfhosted_vllm_profile_sweep_v1/selfhosted_vllm_profile_sweep_summary.csv,false,core_or_boundary
selfhosted_profile_sweep,concurrency=20|gateway=static,p95_ms,3,173918.333333,60424.690329,105517.000000,220039.000000,artifact_results/selfhosted_vllm_profile_sweep_v1/selfhosted_vllm_profile_sweep_summary.csv,false,core_or_boundary
selfhosted_profile_sweep,concurrency=8|gateway=ng,success_rate,3,78.766667,4.534681,75.000000,83.800000,artifact_results/selfhosted_vllm_profile_sweep_v1/selfhosted_vllm_profile_sweep_summary.csv,false,core_or_boundary
selfhosted_profile_sweep,concurrency=8|gateway=ng,abd_total,3,20.233333,4.445597,16.200000,25.000000,artifact_results/selfhosted_vllm_profile_sweep_v1/selfhosted_vllm_profile_sweep_summary.csv,false,core_or_boundary
selfhosted_profile_sweep,concurrency=8|gateway=ng,all_rejected,3,1.000000,1.732051,0.000000,3.000000,artifact_results/selfhosted_vllm_profile_sweep_v1/selfhosted_vllm_profile_sweep_summary.csv,false,core_or_boundary
selfhosted_profile_sweep,concurrency=8|gateway=ng,cascade_agents,3,17.000000,3.605551,13.000000,20.000000,artifact_results/selfhosted_vllm_profile_sweep_v1/selfhosted_vllm_profile_sweep_summary.csv,false,core_or_boundary
selfhosted_profile_sweep,concurrency=8|gateway=ng,p95_ms,3,199740.333333,16433.877215,183185.000000,216050.000000,artifact_results/selfhosted_vllm_profile_sweep_v1/selfhosted_vllm_profile_sweep_summary.csv,false,core_or_boundary
selfhosted_profile_sweep,concurrency=8|gateway=plangate_relaxed,success_rate,3,77.933333,3.775359,73.800000,81.200000,artifact_results/selfhosted_vllm_profile_sweep_v1/selfhosted_vllm_profile_sweep_summary.csv,false,core_or_boundary
selfhosted_profile_sweep,concurrency=8|gateway=plangate_relaxed,abd_total,3,20.100000,2.954657,17.700000,23.400000,artifact_results/selfhosted_vllm_profile_sweep_v1/selfhosted_vllm_profile_sweep_summary.csv,false,core_or_boundary
selfhosted_profile_sweep,concurrency=8|gateway=plangate_relaxed,all_rejected,3,2.000000,1.000000,1.000000,3.000000,artifact_results/selfhosted_vllm_profile_sweep_v1/selfhosted_vllm_profile_sweep_summary.csv,false,core_or_boundary
selfhosted_profile_sweep,concurrency=8|gateway=plangate_relaxed,cascade_agents,3,17.666667,3.055050,15.000000,21.000000,artifact_results/selfhosted_vllm_profile_sweep_v1/selfhosted_vllm_profile_sweep_summary.csv,false,core_or_boundary
selfhosted_profile_sweep,concurrency=8|gateway=plangate_relaxed,p95_ms,3,206334.666667,17312.969599,186430.000000,217897.000000,artifact_results/selfhosted_vllm_profile_sweep_v1/selfhosted_vllm_profile_sweep_summary.csv,false,core_or_boundary
selfhosted_profile_sweep,concurrency=8|gateway=pp,success_rate,3,90.000000,4.521062,85.000000,93.800000,artifact_results/selfhosted_vllm_profile_sweep_v1/selfhosted_vllm_profile_sweep_summary.csv,false,core_or_boundary
selfhosted_profile_sweep,concurrency=8|gateway=pp,abd_total,3,9.633333,3.917057,6.200000,13.900000,artifact_results/selfhosted_vllm_profile_sweep_v1/selfhosted_vllm_profile_sweep_summary.csv,false,core_or_boundary
selfhosted_profile_sweep,concurrency=8|gateway=pp,all_rejected,3,0.333333,0.577350,0.000000,1.000000,artifact_results/selfhosted_vllm_profile_sweep_v1/selfhosted_vllm_profile_sweep_summary.csv,false,core_or_boundary
selfhosted_profile_sweep,concurrency=8|gateway=pp,cascade_agents,3,8.000000,3.605551,5.000000,12.000000,artifact_results/selfhosted_vllm_profile_sweep_v1/selfhosted_vllm_profile_sweep_summary.csv,false,core_or_boundary
selfhosted_profile_sweep,concurrency=8|gateway=pp,p95_ms,3,205838.000000,5200.142210,199903.000000,209595.000000,artifact_results/selfhosted_vllm_profile_sweep_v1/selfhosted_vllm_profile_sweep_summary.csv,false,core_or_boundary
selfhosted_profile_sweep,concurrency=8|gateway=rajomon,success_rate,3,91.266667,3.288363,88.800000,95.000000,artifact_results/selfhosted_vllm_profile_sweep_v1/selfhosted_vllm_profile_sweep_summary.csv,false,core_or_boundary
selfhosted_profile_sweep,concurrency=8|gateway=rajomon,abd_total,3,7.966667,3.608786,3.800000,10.100000,artifact_results/selfhosted_vllm_profile_sweep_v1/selfhosted_vllm_profile_sweep_summary.csv,false,core_or_boundary
selfhosted_profile_sweep,concurrency=8|gateway=rajomon,all_rejected,3,0.666667,0.577350,0.000000,1.000000,artifact_results/selfhosted_vllm_profile_sweep_v1/selfhosted_vllm_profile_sweep_summary.csv,false,core_or_boundary
selfhosted_profile_sweep,concurrency=8|gateway=rajomon,cascade_agents,3,7.000000,2.645751,4.000000,9.000000,artifact_results/selfhosted_vllm_profile_sweep_v1/selfhosted_vllm_profile_sweep_summary.csv,false,core_or_boundary
selfhosted_profile_sweep,concurrency=8|gateway=rajomon,p95_ms,3,204916.333333,25690.829616,176047.000000,225262.000000,artifact_results/selfhosted_vllm_profile_sweep_v1/selfhosted_vllm_profile_sweep_summary.csv,false,core_or_boundary
selfhosted_profile_sweep,concurrency=8|gateway=static,success_rate,3,87.500000,4.493328,82.500000,91.200000,artifact_results/selfhosted_vllm_profile_sweep_v1/selfhosted_vllm_profile_sweep_summary.csv,false,core_or_boundary
selfhosted_profile_sweep,concurrency=8|gateway=static,abd_total,3,11.733333,5.148139,7.600000,17.500000,artifact_results/selfhosted_vllm_profile_sweep_v1/selfhosted_vllm_profile_sweep_summary.csv,false,core_or_boundary
selfhosted_profile_sweep,concurrency=8|gateway=static,all_rejected,3,0.666667,0.577350,0.000000,1.000000,artifact_results/selfhosted_vllm_profile_sweep_v1/selfhosted_vllm_profile_sweep_summary.csv,false,core_or_boundary
selfhosted_profile_sweep,concurrency=8|gateway=static,cascade_agents,3,10.000000,3.605551,7.000000,14.000000,artifact_results/selfhosted_vllm_profile_sweep_v1/selfhosted_vllm_profile_sweep_summary.csv,false,core_or_boundary
selfhosted_profile_sweep,concurrency=8|gateway=static,p95_ms,3,225401.333333,30081.094268,192865.000000,252201.000000,artifact_results/selfhosted_vllm_profile_sweep_v1/selfhosted_vllm_profile_sweep_summary.csv,false,core_or_boundary
throughput_latency,experiment=Exp10_Adversarial|gateway=ng,effective_goodput_s,5,18.186000,1.995766,16.620000,19.752000,artifact_results/throughput_latency_summary_v1/throughput_latency_summary.csv,false,core_or_boundary
throughput_latency,experiment=Exp10_Adversarial|gateway=ng,raw_goodput_s,5,37.890000,1.496396,36.708000,38.998000,artifact_results/throughput_latency_summary_v1/throughput_latency_summary.csv,false,core_or_boundary
throughput_latency,experiment=Exp10_Adversarial|gateway=ng,e2e_p95_ms,5,9191.140000,589.749674,8670.940000,9585.720000,artifact_results/throughput_latency_summary_v1/throughput_latency_summary.csv,false,core_or_boundary
throughput_latency,experiment=Exp10_Adversarial|gateway=ng,cascade_failed,5,160.800000,4.549725,157.200000,164.400000,artifact_results/throughput_latency_summary_v1/throughput_latency_summary.csv,false,core_or_boundary
throughput_latency,experiment=Exp10_Adversarial|gateway=ng,rejected_s0,5,308.800000,3.701351,305.800000,311.400000,artifact_results/throughput_latency_summary_v1/throughput_latency_summary.csv,false,core_or_boundary
throughput_latency,experiment=Exp10_Adversarial|gateway=plangate_full,effective_goodput_s,5,57.280000,3.218781,54.600000,59.704000,artifact_results/throughput_latency_summary_v1/throughput_latency_summary.csv,false,core_or_boundary
throughput_latency,experiment=Exp10_Adversarial|gateway=plangate_full,raw_goodput_s,5,57.376000,3.059449,54.876000,59.704000,artifact_results/throughput_latency_summary_v1/throughput_latency_summary.csv,false,core_or_boundary
throughput_latency,experiment=Exp10_Adversarial|gateway=plangate_full,e2e_p95_ms,5,8745.480000,2653.291994,6791.320000,10926.640000,artifact_results/throughput_latency_summary_v1/throughput_latency_summary.csv,false,core_or_boundary
throughput_latency,experiment=Exp10_Adversarial|gateway=plangate_full,cascade_failed,5,0.400000,0.894427,0.000000,1.200000,artifact_results/throughput_latency_summary_v1/throughput_latency_summary.csv,false,core_or_boundary
throughput_latency,experiment=Exp10_Adversarial|gateway=plangate_full,rejected_s0,5,416.400000,8.018728,411.200000,423.400000,artifact_results/throughput_latency_summary_v1/throughput_latency_summary.csv,false,core_or_boundary
throughput_latency,experiment=Exp10_Adversarial|gateway=sbac,effective_goodput_s,5,44.702000,1.518509,43.568000,45.912000,artifact_results/throughput_latency_summary_v1/throughput_latency_summary.csv,false,core_or_boundary
throughput_latency,experiment=Exp10_Adversarial|gateway=sbac,raw_goodput_s,5,53.808000,2.177239,52.130000,55.486000,artifact_results/throughput_latency_summary_v1/throughput_latency_summary.csv,false,core_or_boundary
throughput_latency,experiment=Exp10_Adversarial|gateway=sbac,e2e_p95_ms,5,8582.440000,2618.218741,6980.060000,10940.660000,artifact_results/throughput_latency_summary_v1/throughput_latency_summary.csv,false,core_or_boundary
throughput_latency,experiment=Exp10_Adversarial|gateway=sbac,cascade_failed,5,50.400000,2.880972,48.000000,52.600000,artifact_results/throughput_latency_summary_v1/throughput_latency_summary.csv,false,core_or_boundary
throughput_latency,experiment=Exp10_Adversarial|gateway=sbac,rejected_s0,5,386.800000,4.324350,383.400000,390.000000,artifact_results/throughput_latency_summary_v1/throughput_latency_summary.csv,false,core_or_boundary
throughput_latency,experiment=Exp10_Adversarial|gateway=srl,effective_goodput_s,5,23.068000,1.026971,22.272000,23.836000,artifact_results/throughput_latency_summary_v1/throughput_latency_summary.csv,false,core_or_boundary
throughput_latency,experiment=Exp10_Adversarial|gateway=srl,raw_goodput_s,5,47.582000,0.812201,46.926000,48.174000,artifact_results/throughput_latency_summary_v1/throughput_latency_summary.csv,false,core_or_boundary
throughput_latency,experiment=Exp10_Adversarial|gateway=srl,e2e_p95_ms,5,10436.320000,1110.426799,9805.000000,11453.960000,artifact_results/throughput_latency_summary_v1/throughput_latency_summary.csv,false,core_or_boundary
throughput_latency,experiment=Exp10_Adversarial|gateway=srl,cascade_failed,5,138.800000,8.348653,132.400000,145.200000,artifact_results/throughput_latency_summary_v1/throughput_latency_summary.csv,false,core_or_boundary
throughput_latency,experiment=Exp10_Adversarial|gateway=srl,rejected_s0,5,321.800000,5.805170,317.400000,326.200000,artifact_results/throughput_latency_summary_v1/throughput_latency_summary.csv,false,core_or_boundary
throughput_latency,experiment=Exp1_Core|gateway=ng,effective_goodput_s,5,16.348000,2.765080,14.226000,18.470000,artifact_results/throughput_latency_summary_v1/throughput_latency_summary.csv,false,core_or_boundary
throughput_latency,experiment=Exp1_Core|gateway=ng,raw_goodput_s,5,39.576000,2.746330,37.550000,41.902000,artifact_results/throughput_latency_summary_v1/throughput_latency_summary.csv,false,core_or_boundary
throughput_latency,experiment=Exp1_Core|gateway=ng,e2e_p95_ms,5,6739.900000,889.846310,6046.540000,7412.100000,artifact_results/throughput_latency_summary_v1/throughput_latency_summary.csv,false,core_or_boundary
throughput_latency,experiment=Exp1_Core|gateway=ng,cascade_failed,5,163.400000,6.767570,158.400000,169.000000,artifact_results/throughput_latency_summary_v1/throughput_latency_summary.csv,false,core_or_boundary
throughput_latency,experiment=Exp1_Core|gateway=ng,rejected_s0,5,308.400000,7.602631,301.600000,312.600000,artifact_results/throughput_latency_summary_v1/throughput_latency_summary.csv,false,core_or_boundary
throughput_latency,experiment=Exp1_Core|gateway=plangate_full,effective_goodput_s,5,54.760000,7.113160,48.490000,59.794000,artifact_results/throughput_latency_summary_v1/throughput_latency_summary.csv,false,core_or_boundary
throughput_latency,experiment=Exp1_Core|gateway=plangate_full,raw_goodput_s,5,54.830000,7.215993,48.490000,59.934000,artifact_results/throughput_latency_summary_v1/throughput_latency_summary.csv,false,core_or_boundary
throughput_latency,experiment=Exp1_Core|gateway=plangate_full,e2e_p95_ms,5,3237.660000,684.309468,2801.280000,3855.060000,artifact_results/throughput_latency_summary_v1/throughput_latency_summary.csv,false,core_or_boundary
throughput_latency,experiment=Exp1_Core|gateway=plangate_full,cascade_failed,5,0.200000,0.447214,0.000000,0.600000,artifact_results/throughput_latency_summary_v1/throughput_latency_summary.csv,false,core_or_boundary
throughput_latency,experiment=Exp1_Core|gateway=plangate_full,rejected_s0,5,415.400000,7.829432,409.200000,421.600000,artifact_results/throughput_latency_summary_v1/throughput_latency_summary.csv,false,core_or_boundary
throughput_latency,experiment=Exp1_Core|gateway=sbac,effective_goodput_s,5,45.358000,0.543434,45.000000,45.830000,artifact_results/throughput_latency_summary_v1/throughput_latency_summary.csv,false,core_or_boundary
throughput_latency,experiment=Exp1_Core|gateway=sbac,raw_goodput_s,5,55.192000,0.806269,54.646000,55.834000,artifact_results/throughput_latency_summary_v1/throughput_latency_summary.csv,false,core_or_boundary
throughput_latency,experiment=Exp1_Core|gateway=sbac,e2e_p95_ms,5,5776.820000,747.942870,5124.300000,6282.400000,artifact_results/throughput_latency_summary_v1/throughput_latency_summary.csv,false,core_or_boundary
throughput_latency,experiment=Exp1_Core|gateway=sbac,cascade_failed,5,47.600000,3.209361,44.800000,49.400000,artifact_results/throughput_latency_summary_v1/throughput_latency_summary.csv,false,core_or_boundary
throughput_latency,experiment=Exp1_Core|gateway=sbac,rejected_s0,5,383.600000,3.209361,381.200000,386.200000,artifact_results/throughput_latency_summary_v1/throughput_latency_summary.csv,false,core_or_boundary
throughput_latency,experiment=Exp1_Core|gateway=srl,effective_goodput_s,5,24.856000,2.300985,23.188000,26.784000,artifact_results/throughput_latency_summary_v1/throughput_latency_summary.csv,false,core_or_boundary
throughput_latency,experiment=Exp1_Core|gateway=srl,raw_goodput_s,5,52.794000,1.386878,51.624000,53.814000,artifact_results/throughput_latency_summary_v1/throughput_latency_summary.csv,false,core_or_boundary
throughput_latency,experiment=Exp1_Core|gateway=srl,e2e_p95_ms,5,7972.280000,713.903325,7359.900000,8433.100000,artifact_results/throughput_latency_summary_v1/throughput_latency_summary.csv,false,core_or_boundary
throughput_latency,experiment=Exp1_Core|gateway=srl,cascade_failed,5,142.800000,3.898718,140.000000,146.000000,artifact_results/throughput_latency_summary_v1/throughput_latency_summary.csv,false,core_or_boundary
throughput_latency,experiment=Exp1_Core|gateway=srl,rejected_s0,5,314.000000,5.147815,310.000000,318.200000,artifact_results/throughput_latency_summary_v1/throughput_latency_summary.csv,false,core_or_boundary
throughput_latency,experiment=Exp5_ScaleConc|gateway=ng,effective_goodput_s,20,53.412500,16.484330,46.189000,60.418000,artifact_results/throughput_latency_summary_v1/throughput_latency_summary.csv,false,core_or_boundary
throughput_latency,experiment=Exp5_ScaleConc|gateway=ng,raw_goodput_s,20,62.810500,6.441403,60.085500,65.535000,artifact_results/throughput_latency_summary_v1/throughput_latency_summary.csv,false,core_or_boundary
throughput_latency,experiment=Exp5_ScaleConc|gateway=ng,e2e_p95_ms,20,6121.555000,2489.866003,5055.035000,7187.335000,artifact_results/throughput_latency_summary_v1/throughput_latency_summary.csv,false,core_or_boundary
throughput_latency,experiment=Exp5_ScaleConc|gateway=ng,cascade_failed,20,38.800000,40.197669,22.050000,55.950000,artifact_results/throughput_latency_summary_v1/throughput_latency_summary.csv,false,core_or_boundary
throughput_latency,experiment=Exp5_ScaleConc|gateway=ng,rejected_s0,20,22.650000,26.053134,11.850000,34.000000,artifact_results/throughput_latency_summary_v1/throughput_latency_summary.csv,false,core_or_boundary
throughput_latency,experiment=Exp5_ScaleConc|gateway=plangate_full,effective_goodput_s,20,41.760000,7.788717,38.537000,45.265500,artifact_results/throughput_latency_summary_v1/throughput_latency_summary.csv,false,core_or_boundary
throughput_latency,experiment=Exp5_ScaleConc|gateway=plangate_full,raw_goodput_s,20,41.760000,7.788717,38.516000,45.160500,artifact_results/throughput_latency_summary_v1/throughput_latency_summary.csv,false,core_or_boundary
throughput_latency,experiment=Exp5_ScaleConc|gateway=plangate_full,e2e_p95_ms,20,2871.285000,209.634982,2787.190000,2965.845000,artifact_results/throughput_latency_summary_v1/throughput_latency_summary.csv,false,core_or_boundary
throughput_latency,experiment=Exp5_ScaleConc|gateway=plangate_full,cascade_failed,20,0.000000,0.000000,0.000000,0.000000,artifact_results/throughput_latency_summary_v1/throughput_latency_summary.csv,false,core_or_boundary
throughput_latency,experiment=Exp5_ScaleConc|gateway=plangate_full,rejected_s0,20,143.150000,10.189132,138.500000,147.250000,artifact_results/throughput_latency_summary_v1/throughput_latency_summary.csv,false,core_or_boundary
throughput_latency,experiment=Exp5_ScaleConc|gateway=sbac,effective_goodput_s,20,53.518500,16.212063,46.508500,60.463500,artifact_results/throughput_latency_summary_v1/throughput_latency_summary.csv,false,core_or_boundary
throughput_latency,experiment=Exp5_ScaleConc|gateway=sbac,raw_goodput_s,20,62.889000,6.314202,60.173000,65.515500,artifact_results/throughput_latency_summary_v1/throughput_latency_summary.csv,false,core_or_boundary
throughput_latency,experiment=Exp5_ScaleConc|gateway=sbac,e2e_p95_ms,20,6085.020000,2442.941009,5024.195000,7117.090000,artifact_results/throughput_latency_summary_v1/throughput_latency_summary.csv,false,core_or_boundary
throughput_latency,experiment=Exp5_ScaleConc|gateway=sbac,cascade_failed,20,36.950000,38.235386,21.100000,53.000000,artifact_results/throughput_latency_summary_v1/throughput_latency_summary.csv,false,core_or_boundary
throughput_latency,experiment=Exp5_ScaleConc|gateway=sbac,rejected_s0,20,25.200000,29.637459,12.850000,38.150000,artifact_results/throughput_latency_summary_v1/throughput_latency_summary.csv,false,core_or_boundary
throughput_latency,experiment=Exp5_ScaleConc|gateway=srl,effective_goodput_s,20,53.034000,16.683720,45.887500,60.111000,artifact_results/throughput_latency_summary_v1/throughput_latency_summary.csv,false,core_or_boundary
throughput_latency,experiment=Exp5_ScaleConc|gateway=srl,raw_goodput_s,20,62.860000,6.367803,60.175500,65.536500,artifact_results/throughput_latency_summary_v1/throughput_latency_summary.csv,false,core_or_boundary
throughput_latency,experiment=Exp5_ScaleConc|gateway=srl,e2e_p95_ms,20,6051.015000,2405.329535,5008.160000,7061.180000,artifact_results/throughput_latency_summary_v1/throughput_latency_summary.csv,false,core_or_boundary
throughput_latency,experiment=Exp5_ScaleConc|gateway=srl,cascade_failed,20,40.550000,41.945422,23.300000,58.150000,artifact_results/throughput_latency_summary_v1/throughput_latency_summary.csv,false,core_or_boundary
throughput_latency,experiment=Exp5_ScaleConc|gateway=srl,rejected_s0,20,22.750000,26.133010,12.000000,34.100000,artifact_results/throughput_latency_summary_v1/throughput_latency_summary.csv,false,core_or_boundary
throughput_latency,experiment=Exp6_ScaleConcReact|gateway=ng,effective_goodput_s,20,53.160500,13.693170,47.442500,58.956500,artifact_results/throughput_latency_summary_v1/throughput_latency_summary.csv,false,core_or_boundary
throughput_latency,experiment=Exp6_ScaleConcReact|gateway=ng,raw_goodput_s,20,61.449500,5.105698,59.280000,63.657500,artifact_results/throughput_latency_summary_v1/throughput_latency_summary.csv,false,core_or_boundary
throughput_latency,experiment=Exp6_ScaleConcReact|gateway=ng,e2e_p95_ms,20,5915.800000,1975.782760,5048.705000,6742.465000,artifact_results/throughput_latency_summary_v1/throughput_latency_summary.csv,false,core_or_boundary
throughput_latency,experiment=Exp6_ScaleConcReact|gateway=ng,cascade_failed,20,31.100000,32.012991,17.900000,44.400000,artifact_results/throughput_latency_summary_v1/throughput_latency_summary.csv,false,core_or_boundary
throughput_latency,experiment=Exp6_ScaleConcReact|gateway=ng,rejected_s0,20,17.500000,19.149000,9.550000,25.650000,artifact_results/throughput_latency_summary_v1/throughput_latency_summary.csv,false,core_or_boundary
throughput_latency,experiment=Exp6_ScaleConcReact|gateway=plangate_full,effective_goodput_s,20,21.281500,2.056541,20.384500,22.151500,artifact_results/throughput_latency_summary_v1/throughput_latency_summary.csv,false,core_or_boundary
throughput_latency,experiment=Exp6_ScaleConcReact|gateway=plangate_full,raw_goodput_s,20,21.285500,2.058212,20.370500,22.117000,artifact_results/throughput_latency_summary_v1/throughput_latency_summary.csv,false,core_or_boundary
throughput_latency,experiment=Exp6_ScaleConcReact|gateway=plangate_full,e2e_p95_ms,20,2840.680000,411.683615,2666.245000,3013.255000,artifact_results/throughput_latency_summary_v1/throughput_latency_summary.csv,false,core_or_boundary
throughput_latency,experiment=Exp6_ScaleConcReact|gateway=plangate_full,cascade_failed,20,0.050000,0.223607,0.000000,0.150000,artifact_results/throughput_latency_summary_v1/throughput_latency_summary.csv,false,core_or_boundary
throughput_latency,experiment=Exp6_ScaleConcReact|gateway=plangate_full,rejected_s0,20,169.950000,0.223607,169.850000,170.000000,artifact_results/throughput_latency_summary_v1/throughput_latency_summary.csv,false,core_or_boundary
throughput_latency,experiment=Exp6_ScaleConcReact|gateway=sbac,effective_goodput_s,20,53.557000,13.002112,48.078000,58.968500,artifact_results/throughput_latency_summary_v1/throughput_latency_summary.csv,false,core_or_boundary
throughput_latency,experiment=Exp6_ScaleConcReact|gateway=sbac,raw_goodput_s,20,61.290000,4.965569,59.167000,63.412000,artifact_results/throughput_latency_summary_v1/throughput_latency_summary.csv,false,core_or_boundary
throughput_latency,experiment=Exp6_ScaleConcReact|gateway=sbac,e2e_p95_ms,20,5647.760000,1791.525734,4889.645000,6410.945000,artifact_results/throughput_latency_summary_v1/throughput_latency_summary.csv,false,core_or_boundary
throughput_latency,experiment=Exp6_ScaleConcReact|gateway=sbac,cascade_failed,20,24.000000,24.827828,13.850000,34.300000,artifact_results/throughput_latency_summary_v1/throughput_latency_summary.csv,false,core_or_boundary
throughput_latency,experiment=Exp6_ScaleConcReact|gateway=sbac,rejected_s0,20,44.150000,22.972008,34.350000,53.950000,artifact_results/throughput_latency_summary_v1/throughput_latency_summary.csv,false,core_or_boundary
throughput_latency,experiment=Exp6_ScaleConcReact|gateway=srl,effective_goodput_s,20,53.649000,13.349262,47.872000,59.324000,artifact_results/throughput_latency_summary_v1/throughput_latency_summary.csv,false,core_or_boundary
throughput_latency,experiment=Exp6_ScaleConcReact|gateway=srl,raw_goodput_s,20,61.321000,5.339237,59.023000,63.602500,artifact_results/throughput_latency_summary_v1/throughput_latency_summary.csv,false,core_or_boundary
throughput_latency,experiment=Exp6_ScaleConcReact|gateway=srl,e2e_p95_ms,20,5819.275000,1868.479573,5007.680000,6609.475000,artifact_results/throughput_latency_summary_v1/throughput_latency_summary.csv,false,core_or_boundary
throughput_latency,experiment=Exp6_ScaleConcReact|gateway=srl,cascade_failed,20,29.650000,31.016591,16.500000,42.950000,artifact_results/throughput_latency_summary_v1/throughput_latency_summary.csv,false,core_or_boundary
throughput_latency,experiment=Exp6_ScaleConcReact|gateway=srl,rejected_s0,20,17.200000,19.220603,9.200000,25.350000,artifact_results/throughput_latency_summary_v1/throughput_latency_summary.csv,false,core_or_boundary
cloudlab_random_redis_memory,store=memory,cross_node_sessions,3,4132.666667,74.096784,4049.000000,4190.000000,artifact_results/cloudlab_random_redis_memory_v1/cloudlab_random_redis_memory_summary.csv,false,core_or_boundary
cloudlab_random_redis_memory,store=memory,state_miss,3,3271.000000,57.558666,3215.000000,3330.000000,artifact_results/cloudlab_random_redis_memory_v1/cloudlab_random_redis_memory_summary.csv,false,core_or_boundary
cloudlab_random_redis_memory,store=memory,duplicate_admission,3,0.000000,0.000000,0.000000,0.000000,artifact_results/cloudlab_random_redis_memory_v1/cloudlab_random_redis_memory_summary.csv,false,core_or_boundary
cloudlab_random_redis_memory,store=memory,validation_error_count,3,20.333333,0.577350,20.000000,21.000000,artifact_results/cloudlab_random_redis_memory_v1/cloudlab_random_redis_memory_summary.csv,false,core_or_boundary
cloudlab_random_redis_memory,store=redis,cross_node_sessions,3,7292.333333,205.857556,7057.000000,7439.000000,artifact_results/cloudlab_random_redis_memory_v1/cloudlab_random_redis_memory_summary.csv,false,core_or_boundary
cloudlab_random_redis_memory,store=redis,state_miss,3,0.000000,0.000000,0.000000,0.000000,artifact_results/cloudlab_random_redis_memory_v1/cloudlab_random_redis_memory_summary.csv,false,core_or_boundary
cloudlab_random_redis_memory,store=redis,duplicate_admission,3,0.000000,0.000000,0.000000,0.000000,artifact_results/cloudlab_random_redis_memory_v1/cloudlab_random_redis_memory_summary.csv,false,core_or_boundary
cloudlab_random_redis_memory,store=redis,validation_error_count,3,10.333333,0.577350,10.000000,11.000000,artifact_results/cloudlab_random_redis_memory_v1/cloudlab_random_redis_memory_summary.csv,false,core_or_boundary
