workload,profile,concurrency,failure_rates,amendment_rate,repeat,recovery_store,policies,cross_node_sessions,state_miss,duplicate_admission,commitment_invalid,commitment_mismatch,commitment_expired,p3_summary_csv,p3_adversarial_summary_csv,validation_mode,validation_passed
p3,small,10,"0.1,0.2,0.3",1.0,1,redis,"naive_retry,plangate_r,plangate_ar",843,0,0,0,0,0,/users/Gauss/mcp_gateway/results/cloudlab_p3_small_random_redis_cp_v2/p3_summary.csv,/users/Gauss/mcp_gateway/results/cloudlab_p3_small_random_redis_cp_v2/p3_adversarial_summary.csv,stress,True
