profile,concurrency,failure_rate,amendment_rate,repeat,total_sessions,success_sessions,success_rate,cascade_failed,state_miss,duplicate_admission,cross_node_sessions,gateway_p95_latency_us,effective_goodput,elapsed_seconds,steps_csv,validation_passed
small,2,0.0,0.0,1,20,20,1.0,0,0,0,17,806558.0,13.845339,15.095333,/users/Gauss/mcp_gateway/results/cloudlab_smoke_c2/profile_small/C2/F0/A0/run1/steps.csv,True
